batch_id,standard_reference_id,report_id,company_id,company_name_zh,company_name_en,world500_rank,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_role_en,standard_role_zh,referenced_content_en,referenced_content_zh,scope_relevance_en,scope_relevance_zh,emission_type_relevance_en,emission_type_relevance_zh,accounting_principle_en,accounting_principle_zh,is_gb_standard,gb_standard_code,referenced_snippet,evidence_page,review_status,confidence_level
batch_07,batch_07__r273_iberdrola公司__20240__sustainabilityreport__sbti,r273_iberdrola公司__20240__sustainabilityreport,r273_iberdrola公司,Iberdrola公司,Iberdrola公司,273,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"ecific CO2 emissions intensity in 2021 of all electricity companies included in the Euro Stoxx Utilities Index. This emissions reduction target, detailed in E1-4 section, is in line with the Group's Scope 1 emissions intensity reduction tar",81,seed_batch_07,medium
batch_07,batch_07__r273_iberdrola公司__20240__sustainabilityreport__tcfd,r273_iberdrola公司__20240__sustainabilityreport,r273_iberdrola公司,Iberdrola公司,Iberdrola公司,273,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,ks due to climate change include the main activities of the Iberdrola Group. The identification of climate change transition risks is based on the list of events contained in the Implementation Guide of the Task Force on Climate-related Fin,93,seed_batch_07,medium
batch_07,batch_07__r273_iberdrola公司__20240__sustainabilityreport__iso_14064,r273_iberdrola公司__20240__sustainabilityreport,r273_iberdrola公司,Iberdrola公司,Iberdrola公司,273,ISO 14064,ISO 14064,Other reporting framework,其他报告框架,Guideline,指引,"Referenced in the report as a reporting, assurance or methodological basis.",在报告中作为披露、鉴证或方法学依据被引用。,Enterprise-wide disclosure,企业整体披露,,,,,no,,"25 and 2026, respectively, as a result of the projection of CO2 emissions based on the generation forecast presented in the Company's Long-Term Strategic Prospects for 2024. The emissions inventory used for the calculation is certified by a",103,seed_batch_07,medium
batch_07,batch_07__r273_iberdrola公司__20240__sustainabilityreport__ghg_protocol,r273_iberdrola公司__20240__sustainabilityreport,r273_iberdrola公司,Iberdrola公司,Iberdrola公司,273,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"2 indirect GHG emissions are those from electricity, heat or steam consumed by the organisation and supplied by third parties. Other indirect emissions associated with electricity generation are also included in this section. They correspon",111,seed_batch_07,medium
batch_07,batch_07__r275_idemitsukosan__nan__integratedreport__gri,r275_idemitsukosan__nan__integratedreport,r275_idemitsukosan,日本出光兴产株式会社,IDEMITSU KOSAN,275,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"erence Guidelines We refer to the international integrated reporting framework recommended by IFRS Foundation, TCFD (Task Force on Climate-related Financial Disclosures), the Ministry of Economy, Trade and Industry’s Guidance for Collaborat",2,seed_batch_07,medium
batch_07,batch_07__r275_idemitsukosan__nan__integratedreport__sasb,r275_idemitsukosan__nan__integratedreport,r275_idemitsukosan,日本出光兴产株式会社,IDEMITSU KOSAN,275,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,"erence Guidelines We refer to the international integrated reporting framework recommended by IFRS Foundation, TCFD (Task Force on Climate-related Financial Disclosures), the Ministry of Economy, Trade and Industry’s Guidance for Collaborat",2,seed_batch_07,medium
batch_07,batch_07__r275_idemitsukosan__nan__integratedreport__tcfd,r275_idemitsukosan__nan__integratedreport,r275_idemitsukosan,日本出光兴产株式会社,IDEMITSU KOSAN,275,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"erence Guidelines We refer to the international integrated reporting framework recommended by IFRS Foundation, TCFD (Task Force on Climate-related Financial Disclosures), the Ministry of Economy, Trade and Industry’s Guidance for Collaborat",2,seed_batch_07,medium
batch_07,batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sasb,r278_americanairlinesgroup__20240__sustainabilityreport,r278_americanairlinesgroup,美国航空集团,AMERICAN AIRLINES GROUP,278,SASB,SASB,Industry disclosure framework,行业披露框架,Disclosure guideline,披露指引,Industry-specific sustainability metrics and investor-facing climate indicators.,行业特定可持续指标及投资者导向的气候指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality,财务重要性,no,,"he 12 months ending December 31, 2024. This report generally aligns with relevant sections of the Task Force on Climate- related Financial Disclosures (TCFD) and the standard for the airline industry developed by the Sustainability Accounti",2,seed_batch_07,medium
batch_07,batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__tcfd,r278_americanairlinesgroup__20240__sustainabilityreport,r278_americanairlinesgroup,美国航空集团,AMERICAN AIRLINES GROUP,278,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,"he 12 months ending December 31, 2024. This report generally aligns with relevant sections of the Task Force on Climate- related Financial Disclosures (TCFD) and the standard for the airline industry developed by the Sustainability Accounti",2,seed_batch_07,medium
batch_07,batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__sbti,r278_americanairlinesgroup__20240__sustainabilityreport,r278_americanairlinesgroup,美国航空集团,AMERICAN AIRLINES GROUP,278,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"latest-generation, more fuel-efficient aircraft in 2025 2024 HIGHLIGHTS Flew 26.3% of ASMs with latest-generation aircraft; approximately $11.4 billion — or just over 21% — of our revenue in 2024 stemmed from operating these aircraft 1 Amer",14,seed_batch_07,medium
batch_07,batch_07__r278_americanairlinesgroup__20240__sustainabilityreport__ghg_protocol,r278_americanairlinesgroup__20240__sustainabilityreport,r278_americanairlinesgroup,美国航空集团,AMERICAN AIRLINES GROUP,278,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,"bstances 0.015 0.004 0.426 Reviewed by independent accountant KPMG LLP, as described in its report starting on page 88. The 2024 Scope 1 emissions, biogenic emissions data and Scope 2 emissions (market and location-based) are presented in ",81,seed_batch_07,medium
batch_07,batch_07__r282_volvo__20240__annualreport__sbti,r282_volvo__20240__annualreport,r282_volvo,沃尔沃集团,VOLVO,282,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,s s s s s Net-zero value chain 2040 The Volvo Group aims to reach net-zero value chain greenhouse gas emissions by 2040. We are committed to the SBTi Business Ambition for 1.5 °C and have set science-based targets in relation to our emissio,23,seed_batch_07,medium
batch_07,batch_07__r282_volvo__20240__annualreport__gri,r282_volvo__20240__annualreport,r282_volvo,沃尔沃集团,VOLVO,282,GRI,GRI,ESG disclosure framework,ESG披露框架,Disclosure standard,披露标准,Sustainability disclosure index and emissions-related reporting indicators.,可持续披露指标索引及排放相关披露指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Comparability,重要性|可比性,no,,"s operations is in Sweden. Other significant operations are found in the US, Brazil, India, France and China. Statutory sustainability report The Volvo Group has prepared a sustainability report in accordance with the Global Reporting Initi",36,seed_batch_07,medium
batch_07,batch_07__r282_volvo__20240__annualreport__esrs_csrd,r282_volvo__20240__annualreport,r282_volvo,沃尔沃集团,VOLVO,282,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"vo Group, additional disclosures relevant for sustainability are found in other parts of the Annual Report and included by reference. Sustainability reporting standards Sustainability statements are prepared in accordance with the Global Re",145,seed_batch_07,medium
batch_07,batch_07__r282_volvo__20240__annualreport__ghg_protocol,r282_volvo__20240__annualreport,r282_volvo,沃尔沃集团,VOLVO,282,GHG Protocol,GHG Protocol,GHG accounting system,温室气体核算体系,Accounting standard,核算标准,"Corporate greenhouse-gas inventory, Scope 1-3 boundary and accounting rules.",企业温室气体清单、Scope 1-3边界及核算规则。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Relevance|Completeness|Consistency|Transparency|Accuracy,相关性|完整性|一致性|透明性|准确性,no,,opes. These interim targets shall be reviewed at a minimum every five years or in case of significant changes. The following priorities apply for GHG reductions to reach net- zero value chain GHG emissions across all relevant emission scope,152,seed_batch_07,medium
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__tcfd,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,TCFD,TCFD,Climate disclosure framework,气候信息披露框架,Disclosure recommendation,披露建议,"Climate governance, strategy, risk management, and metrics and targets.",气候治理、战略、风险管理以及指标与目标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Materiality|Consistency,重要性|一致性,no,,ODUCTION 3 GOVERNANCE 9 STRATEGY 23 RISK MANAGEMENT 67 METRICS & TARGETS 96 AUDITORS’ REPORT 169 CONTACTS 172 The Climate Report discloses climate-related information in line with the recommendations of the Task Force on Climate-related Fin,2,seed_batch_07,medium
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__sbti,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,SBTi,SBTi,Climate target governance system,气候目标治理体系,Target validation guideline,目标审定指引,Science-based target setting and validation for Scope 1-3 targets.,针对Scope 1-3目标的科学碳目标设定与审定。,Scope 1|Scope 2|Scope 3,范围1|范围2|范围3,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Science-based ambition,科学目标约束,no,,"transition. Also Intesa Sanpaolo was included in the 2024 CDP Climate “A List”, which recognises companies for their transparency and effectiveness in tackling climate change. At the end of January 2025, further strengthening its commitment",6,seed_batch_07,medium
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__esrs_csrd,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,Disclosure standard,披露标准,EU sustainability reporting requirements including climate metrics and governance.,欧盟可持续报告要求，包括气候指标与治理要求。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Double materiality|Comparability,双重重要性|可比性,no,,"values issues, involving about 150 participants. Additionally, Intesa Sanpaolo Assicurazioni Group included ESG-related content as part of its mandatory training program for all its people in 2024. Topics covered included the Environmental ",22,seed_batch_07,medium
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__ifrs_s2,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,Disclosure standard,披露标准,Climate-related financial disclosures and emissions metrics for investors.,面向投资者的气候相关财务披露及排放指标。,Enterprise-wide disclosure,企业整体披露,Direct emissions|Indirect energy emissions|Other indirect emissions,直接排放|能源间接排放|其他间接排放,Financial materiality|Comparability,财务重要性|可比性,no,,"16 On 13 January 2025, NZAMI launched a review of the initiative to ensure it remains fit for purpose in the new global context. During this review phase, the initiative is suspending activities to track signatory implementation and reporti",30,seed_batch_07,medium
batch_07,batch_07__r283_intesasanpaolo__20240__climatereport__pcaf,r283_intesasanpaolo__20240__climatereport,r283_intesasanpaolo,意大利联合圣保罗银行,INTESA SANPAOLO,283,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,Accounting standard,核算标准,Accounting methodology for financed emissions and investment-related footprints.,投融资排放及投资相关碳足迹核算方法。,Scope 3,范围3,Other indirect emissions,其他间接排放,Attribution|Data quality hierarchy,归因原则|数据质量层级,no,,"ng reviewed by BAFT legal counsel. Dialogues with Net Zero Banking Alliance were maintained throughout the whole year, with a productive exchange of ideas on applying NZBA standards in a transaction banking context. For the upcoming year, a",64,seed_batch_07,medium
