company_id,company_name_en,company_name_zh,world500_rank,scope_en,basis_en,boundary_en,value_mtco2e,evidence_page,source_file,source_path,missing_emission_factor_application,missing_gwp_version_fact,missing_energy_consumption_fact,missing_economic_instrument_fact,required_action_zh,reviewer_factor_id,reviewer_gwp_version,reviewer_energy_record_id,reviewer_economic_instrument_id,reviewer_note_zh
r021_jpmorganchase,JPMORGAN CHASE,摩根大通公司,21,Scope 1,,,115.0,27,JPMORGAN CHASE-Climate-Report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\JPMORGAN CHASE-Climate-Report-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r022_industrialandcommercialbankofchina,INDUSTRIAL & COMMERCIAL BANK OF CHINA,中国工商银行股份有限公司,22,Scope 1,,,0.0996,45,ICBC_2024_Sustainability_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ICBC_2024_Sustainability_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r022_industrialandcommercialbankofchina,INDUSTRIAL & COMMERCIAL BANK OF CHINA,中国工商银行股份有限公司,22,Scope 2,,,1.776,45,ICBC_2024_Sustainability_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\ICBC_2024_Sustainability_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,Scope 1,,,43.0,106,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,Scope 2,Market-Based,,2.0,106,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,Scope 3,,,342.0,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r023_totalenergies,TOTALENERGIES,道达尔能源公司,23,Scope 3,,,0.002023,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r024_glencore,GLENCORE,嘉能可,24,Scope 1,,,16.2,65,Glencore_2024_Sustainability_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Glencore_2024_Sustainability_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r024_glencore,GLENCORE,嘉能可,24,Scope 2,,,10.9,65,Glencore_2024_Sustainability_Report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Glencore_2024_Sustainability_Report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r025_bp,BP,英国石油公司,25,Scope 1,,,32.8,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r025_bp,BP,英国石油公司,25,Scope 1,,,32.2,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r025_bp,BP,英国石油公司,25,Scope 2,Market-Based,,0.8,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r025_bp,BP,英国石油公司,25,Scope 2,Market-Based,,1.3,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r027_cardinalhealth,CARDINAL HEALTH,嘉德诺健康集团,27,Scope 1,,,0.16015,80,cardinal-health-fy24-ESG-report.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\cardinal-health-fy24-ESG-report.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 1,,,54.0,10,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 1,,,53.0,14,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 2,Location-Based,,4.0,12,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 2,Location-Based,,2.0,16,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 2,Market-Based,,4.0,12,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r029_chevron,CHEVRON,雪佛龙,29,Scope 2,Market-Based,,2.0,16,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r031_samsungelectronics,SAMSUNG ELECTRONICS,三星电子,31,Scope 3,,,0.002021,62,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r036_fordmotor,FORD MOTOR,福特汽车公司,36,Scope 2,Location-Based,,2.0766999999999998,235,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r036_fordmotor,FORD MOTOR,福特汽车公司,36,Scope 3,,,354.14,237,2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2025-integrated-sustainability-and-financial-report-FORD MOTOR.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r042_mercedesbenzgroup,MERCEDES-BENZ GROUP,梅赛德斯-奔驰集团,42,Scope 1,,,0.65,4,mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r046_centene公司,Centene,Centene,46,Scope 1,,,0.013694,73,Centene-Corporate-Responsibility-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Centene-Corporate-Responsibility-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r046_centene公司,Centene,Centene,46,Scope 3,,,0.002019,58,Centene-Corporate-Responsibility-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\Centene-Corporate-Responsibility-2024.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 1,,,0.628,45,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 2,Market-Based,,0.7338,45,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r048_homedepot,HOME DEPOT,家得宝,48,Scope 3,,,192.934,95,2024_ESG_Report_The_Home_Depot.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024_ESG_Report_The_Home_Depot.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,Scope 1,,,17.0,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\edf-urd-annual-financial-report-2024-en-accessible.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,Scope 2,,,0.66,204,edf-urd-annual-financial-report-2024-en-accessible.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\edf-urd-annual-financial-report-2024-en-accessible.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r052_phillips66公司,Phillips 66,Phillips 66,52,Scope 1,,,32.7,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r052_phillips66公司,Phillips 66,Phillips 66,52,Scope 2,,,9.0,48,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
r053_pinganinsurance,PING AN INSURANCE,中国平安保险（集团）股份有限公司,53,Scope 3,,,0.042193,136,2024中国平安可持续报告.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\2024中国平安可持续报告.pdf,yes,yes,yes,yes,补 EmissionFactor 引用、GWP 版本、能耗活动数据、经济工具/成本侧事实；没有披露时标注未披露，不得推断。,,,,,
