review_priority,evidence_strength,match_status,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,evidence_gate,matched_aliases,evidence_count,pages,source_files,sample_confidence,sample_review_status,sample_snippet_en,sample_snippet_zh
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r023_totalenergies,23,TOTALENERGIES,道达尔能源公司,B,Mining,采矿业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,18,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,medium,seed_batch_01,"to the different scenarios that may materialize depending on developments in low-carbon technologies (adoption rate, cost reduction), geopolitical relations, international trade 1. Biofuels, biogas, hydrogen and e-fuels/e-gas. 2. From opera","to the different scenarios that may materialize depending on developments in low-carbon technologies (adoption rate, cost reduction), geopolitical relations,..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r023_totalenergies,23,TOTALENERGIES,道达尔能源公司,B,Mining,采矿业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,18,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,medium,seed_batch_01,"to the different scenarios that may materialize depending on developments in low-carbon technologies (adoption rate, cost reduction), geopolitical relations, international trade 1. Biofuels, biogas, hydrogen and e-fuels/e-gas. 2. From opera","to the different scenarios that may materialize depending on developments in low-carbon technologies (adoption rate, cost reduction), geopolitical relations,..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r024_glencore,24,GLENCORE,嘉能可,B,Mining,采矿业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,68,Glencore_2024_Sustainability_Report.pdf,medium,seed_batch_11,"ement for 2024 on the Selected Information, we enquired about the rationale. For those over 5% of the 2023 disclosed metric we also inspected the supporting calculations provided by management, and where appropriate, reviewed against releva","ement for 2024 on the Selected Information, we enquired about the rationale. For those over 5% of the 2023 disclosed metric we also inspected the supporting ..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r026_microsoft,26,MICROSOFT,微软,I,"Information Transmission, Software and Information Technology Services",信息传输、软件和信息技术服务业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,88,2025-Microsoft-Environmental-Sustainability-Report-PDF.pdf,medium,seed_batch_01,"performance and progress against our goals, and key challenges and trends we see in this work. We also publish our environmental data, which is included in the separate Environmental Data Fact Sheet. We present greenhouse gas emissions in a","performance and progress against our goals, and key challenges and trends we see in this work. We also publish our environmental data, which is included in t..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r028_stellantis集团,28,Stellantis,Stellantis,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,6,Stellantis-2024-Climate-Policy-Report.pdf,medium,seed_batch_01,"to our automotive business and strategic plan, decarbonisation and alignment with global climate agreements. In future reports, we will endeavour to widen and focus on other areas. - Paris Agreement Stellantis computes its carbon footprint","to our automotive business and strategic plan, decarbonisation and alignment with global climate agreements. In future reports, we will endeavour to widen an..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r031_samsungelectronics,31,SAMSUNG ELECTRONICS,三星电子,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,63,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,medium,seed_batch_01,consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c,consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG e...
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r032_honhaiprecisionindustry,32,HON HAI PRECISION INDUSTRY,鸿海精密工业股份有限公司,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,162,鸿海精密工业股份有限公司2024 - 中文完整版.pdf,medium,seed_batch_01,"报告PRTR数据。2023年，供应商共产生230,000顺 OTHE 要 霹和640,000顺危险工业废物，其中一般工业废物综合利用量过150,000呆，利 HIE DARE OOF HRS SHRM, BUNS MR RHEE, Wh B75 305%. 1S 22H REPS Ci i eePRIRBUR, Rat eil>—AR TSS) FRESE PEL AE. MRRAER ARMIN, AE 6,000顺及危除工业废物25,000顺。 优先考虑客户的要求。 2.","报告PRTR数据。2023年，供应商共产生230,000顺 OTHE 要 霹和640,000顺危险工业废物，其中一般工业废物综合利用量过150,000呆，利 HIE DARE OOF HRS SHRM, BUNS MR RHEE, Wh B75 305%. 1S 22H REPS Ci i eePRIRBUR, ..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r039_generalmotors,39,GENERAL MOTORS,通用汽车公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,9,GM_2023_SR.pdf,medium,seed_batch_11,nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t,nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emi...
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r046_centene公司,46,Centene,Centene,J,Finance,金融业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,51,Centene-Corporate-Responsibility-2024.pdf,medium,seed_batch_02,"ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past several years, we have calculated our scope 1, scope 2 and scope 3 GHG emissions in",ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past s...
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r048_homedepot,48,HOME DEPOT,家得宝,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,45,2024_ESG_Report_The_Home_Depot.pdf,medium,seed_batch_02,"have also adopted strategies to minimize our supply chain and transportation emissions through distribution optimization. Lastly, we partner with our suppliers to drive more energy-efficient product innovation. 2023 Reported Emissions The H","have also adopted strategies to minimize our supply chain and transportation emissions through distribution optimization. Lastly, we partner with our supplie..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r048_homedepot,48,HOME DEPOT,家得宝,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,45,2024_ESG_Report_The_Home_Depot.pdf,medium,seed_batch_02,"have also adopted strategies to minimize our supply chain and transportation emissions through distribution optimization. Lastly, we partner with our suppliers to drive more energy-efficient product innovation. 2023 Reported Emissions The H","have also adopted strategies to minimize our supply chain and transportation emissions through distribution optimization. Lastly, we partner with our supplie..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,no_explicit_whitelisted_series_name_in_page_text,,3,193,edf-urd-annual-financial-report-2024-en-accessible.pdf,medium,seed_batch_11,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electrici...
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,193,edf-urd-annual-financial-report-2024-en-accessible.pdf,medium,seed_batch_11,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electrici...
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r052_phillips66公司,52,Phillips 66,Phillips 66,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,no_explicit_whitelisted_series_name_in_page_text,,3,51,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,medium,seed_batch_02,"2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported in accordance to the World Resources Institute/ World Business Council for Sustain","2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported..."
P0_upgrade_contextual_to_explicit,contextual_review_required,contextual_scope_inventory_mapping,r052_phillips66公司,52,Phillips 66,Phillips 66,D,"Electricity, Heat, Gas and Water Production and Supply",电力、热力、燃气及水生产和供应业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,no_explicit_whitelisted_series_name_in_page_text,,3,51,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,medium,seed_batch_02,"2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported in accordance to the World Resources Institute/ World Business Council for Sustain","2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported..."
