company_id,company_name,world500_rank,industry_section_code,industry_section_name_zh,industry_section_name_en,missing_reason,missing_scope1,missing_scope2,missing_scope3,missing_year,missing_unit,missing_boundary,next_action
r058_fanniemae,FANNIE MAE,58,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r059_chinalifeinsurance,CHINA LIFE INSURANCE,59,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r060_walgreensbootsalliance,WALGREENS BOOTS ALLIANCE,60,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r061_valeroenergy,VALERO ENERGY,61,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r062_bancosantander,BANCO SANTANDER,62,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r063_chinacommunicationsconstruction,CHINA COMMUNICATIONS CONSTRUCTION,63,E,建筑业,Construction,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r065_mitsubishi,MITSUBISHI,65,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r067_hsbcholdings,HSBC HOLDINGS,67,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r068_verizoncommunications,VERIZON COMMUNICATIONS,68,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r069_chinaminmetals,CHINA MINMETALS,69,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r070_alibabagroupholding,ALIBABA GROUP HOLDING,70,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r071_citicgroup,CITIC GROUP,71,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r072_chinaresources,CHINA RESOURCES,72,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r073_hyundaimotor,HYUNDAI MOTOR,73,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r074_atandt,AT&T,74,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r077_deutschetelekom,DEUTSCHE TELEKOM,77,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r078_chinasouthernpowergrid,CHINA SOUTHERN POWER GRID,78,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r079_uniper公司,Uniper,79,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r082_allianz,ALLIANZ,82,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r084_chinaenergyinvestment,CHINA ENERGY INVESTMENT,84,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r085_xiamencandd,XIAMEN C&D,85,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r086_relianceindustries,RELIANCE INDUSTRIES,86,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r089_rosneftoil,ROSNEFT OIL,89,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r090_target,TARGET,90,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r093_saicmotor,SAIC MOTOR,93,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r094_statefarminsurance,STATE FARM INSURANCE,94,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r095_lifeinsurancecorpofindia,LIFE INSURANCE CORP. OF INDIA,95,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r096_nestlé,NESTLÉ,96,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r097_enel,ENEL,97,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r098_eni,ENI,98,B,采矿业,Mining,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r100_sk集团,SK,100,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r101_eon,E.ON,101,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r103_huaweiinvestmentandholding,HUAWEI INVESTMENT & HOLDING,103,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r104_sociétégénérale,SOCIÉTÉ GÉNÉRALE,104,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r105_boschgroup,BOSCH GROUP,105,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r107_itochu,ITOCHU,107,L,租赁和商务服务业,Leasing and Business Services,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r108_powerchina,POWERCHINA,108,E,建筑业,Construction,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r110_tesla,TESLA,110,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r111_morganstanley,MORGAN STANLEY,111,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r112_sinopharm,SINOPHARM,112,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r113_brookfield,BROOKFIELD,113,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r115_johnsonandjohnson,JOHNSON & JOHNSON,115,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r116_indianoil,INDIAN OIL,116,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r117_adm公司,ADM,117,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r119_christiandior,CHRISTIAN DIOR,119,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r120_nippontelegraphandtelephone,NIPPON TELEGRAPH AND TELEPHONE,120,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r121_mitsui,MITSUI,121,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r123_pepsico,PEPSICO,123,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r124_unitedparcelservice,UNITED PARCEL SERVICE,124,G,交通运输、仓储和邮政业,"Transport, Storage and Post",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r125_ptt,PTT,125,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r126_axa,AXA,126,J,金融业,Finance,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r127_fedex,FEDEX,127,G,交通运输、仓储和邮政业,"Transport, Storage and Post",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,false,true,false,false,true,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r128_sony,SONY,128,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r129_chinafawgroup,CHINA FAW GROUP,129,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r130_engie集团,Engie,130,D,电力、热力、燃气及水生产和供应业,"Electricity, Heat, Gas and Water Production and Supply",partial_strong_evidence_total_excluded_from_complete_scope123_ranking,true,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r131_waltdisney,WALT DISNEY,131,R,文化、体育和娱乐业,"Culture, Sports and Entertainment",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r132_orlen,ORLEN,132,C,制造业,Manufacturing,partial_strong_evidence_total_excluded_from_complete_scope123_ranking,false,true,false,false,false,false,补齐缺失 Scope 或 Scope 2 方法后再入完整主榜
r133_delltechnologies,DELL TECHNOLOGIES,133,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r134_dhlgroup,DHL GROUP,134,G,交通运输、仓储和邮政业,"Transport, Storage and Post",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r135_chinatelecommunications,CHINA TELECOMMUNICATIONS,135,I,信息传输、软件和信息技术服务业,"Information Transmission, Software and Information Technology Services",no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r136_nissanmotor,NISSAN MOTOR,136,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r137_royalbankofcanada,ROYAL BANK OF CANADA,137,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r139_lowes,LOWE'S,139,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r140_tesco,TESCO,140,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r141_tencentholdings,TENCENT HOLDINGS,141,F,批发和零售业,Wholesale and Retail Trade,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r143_byd,BYD,143,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r144_nipponlifeinsurance,NIPPON LIFE INSURANCE,144,J,金融业,Finance,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
r145_siemens,SIEMENS,145,C,制造业,Manufacturing,no_complete_scope123_total_in_current_published_graph,true,true,true,true,true,true,回到企业报告核证页或排放表逐项核验 Scope 1、selected Scope 2、Scope 3、年份、单位和边界
