priority,requirement_id,issue_id,company_id,company_name_en,company_name_zh,world500_rank,open_queue_rows,queue_files,queue_types,review_priorities,evidence_boundaries,acceptance_gate_en,safe_next_action_zh,safe_next_action_en,sample_source_files,sample_pages,sample_snippet_en
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r049_electricitédefrance,ELECTRICITÉ DE FRANCE,法国电力公司,49,9,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,edf-urd-annual-financial-report-2024-en-accessible.pdf,193,is viable over the long term. This ambition to decarbonise production is reflected in the objective of reducing the carbon intensity of the Group’s electricity and heat generation. (1) poweringpastcoal.org/members (2) icvcm.org/the-core-car
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r107_itochu,ITOCHU,日本伊藤忠商事株式会社,107,9,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,P1_find_named_series_source | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,ITOCHU-ESG report 2024.pdf,109,"Structured standard tag: GHG Protocol; Standard role: Accounting standard by Act on Rational Use and Appropriate Management of Fluorocarbons. However, HCFC is not included in the aggregation. ● Overseas Group Companies: Calculated based on the charging amount of fluorocarbons used as refrigerants. * The calculat ITOCHU-ESG report 2024.pdf Energy Consumptio…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r252_bancobradesco,BANCO BRADESCO,巴西布拉德斯科银行,252,9,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024 BANCO BRADESCO ESG Report.pdf,46,"Through the annual greenhouse gas inventory, we track the evolution of our operational emissions since 2006, following the guidelines of the ABNT ISO 14064-1 standard and, since 2008, incorporating the specifications of the Brazilian GHG Pr"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r469_novonordisk,NOVO NORDISK,诺和诺德公司,469,9,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv | assets/data/world500/workbench/world500_ghg_out_of_whitelist_series_review_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge | P0_isolate_out_of_whitelist_ghg_reference,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,novo-nordisk-annual-report-2024.pdf,59,"ACCOUNTING POLICIES Scope 1 GHG emissions The reporting of scope 1 and 2 CO2e emissions follows the ESRS and GHG Protocol Guidance. Includes CO2e emissions from fuels, as well as fugitive emissions of purchased refrigerants. Production site"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r002_amazoncom,AMAZON.COM,亚马逊,2,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample,P0_upgrade_contextual_to_explicit | P1_named_series_missing_from_sample,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2024-amazon-sustainability-report.pdf,16,"mber of services, regions, and time periods, and this transparency allows customers to identify areas of higher emissions and implement targeted optimizations to reduce their footprint. We continued to advocate for updated carbon accounting"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r012_exxonmobil,EXXON MOBIL,埃克森美孚,12,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P1_find_named_series_source | P2_low_evidence_contextual_edge,P1_find_named_series_source | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,EXXON MOBIL-sustainability-report-2025.pdf,72,"Structured standard tag: GHG Protocol; Standard role: Accounting standard ines and indicators in the Ipieca, the American Petroleum Institute (API), the International Association of Oil and Gas Producers Sustainability Reporting Guidance for the Oil and Gas Industry (4th edition, 2020, revised February 2023) and EXXON MOBIL-sustainability-report-2025.pdf Ex…"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r024_glencore,GLENCORE,嘉能可,24,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Glencore_2024_Sustainability_Report.pdf,68,"ement for 2024 on the Selected Information, we enquired about the rationale. For those over 5% of the 2023 disclosed metric we also inspected the supporting calculations provided by management, and where appropriate, reviewed against releva"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r026_microsoft,MICROSOFT,微软,26,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,2025-Microsoft-Environmental-Sustainability-Report-PDF.pdf,88,"performance and progress against our goals, and key challenges and trends we see in this work. We also publish our environmental data, which is included in the separate Environmental Data Fact Sheet. We present greenhouse gas emissions in a"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r031_samsungelectronics,SAMSUNG ELECTRONICS,三星电子,31,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,63,consumption reduction rate for each year relative to 2019 identical performance/specification models for 7 major product categories *Data for amount of GHG emissions reduced in the product use phase by year is being reviewed to refine its c
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r039_generalmotors,GENERAL MOTORS,通用汽车公司,39,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,GM_2023_SR.pdf,9,nability goals. We've taken productive strides in our operations and are continuously strengthening our strategy as we advance on our journey toward zero emissions. Note 1 These metrics are inclusive of organizational boundary adjustments t
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r052_phillips66公司,Phillips 66,Phillips 66,52,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,PHILLIPS 66-2025-0023_3_Sustainability and People Report_DIGITAL 0623.pdf,51,"2024. Starting in 2024, the Intergovernmental Panel on Climate Change Fifth Assessment Report (AR5) is used. Absolute Scope 1, 2 and 3 emissions are reported in accordance to the World Resources Institute/ World Business Council for Sustain"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r066_metaplatforms公司,Meta Platforms,Meta Platforms,66,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,Meta-2024-Sustainability-Report.pdf,21,"Our net zero program focuses on three pillars: In 2023, our net emissions equaled 7.4 million metric tons of CO2e. We report on all relevant emissions as defined by the GHG Protocol. Our annual data and methodology for calculating our envir"
P0,R1_GHG_FINE_SERIES_AND_STANDARD_COMPANY_MAPPING,ghg_protocol_fine_series,r091_equinor公司,Equinor,Equinor,91,8,assets/data/world500/workbench/world500_ghg_contextual_series_review_queue.csv | assets/data/world500/workbench/world500_ghg_p1_named_series_missing_queue.csv | assets/data/world500/workbench/world500_ghg_p2_low_evidence_contextual_edge_queue.csv,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,P0_upgrade_contextual_to_explicit | P1_find_named_series_source | P1_named_series_missing_from_sample | P2_low_evidence_contextual_edge,,Only explicitly named GHG Protocol series citations can be upgraded to strong standard-company-series edges; contextual edges must stay review-only or be demoted.,逐条回到 PDF 页级证据，能显式命名具体 GHG 系列的升级；不能命名的降级或删除。,Return to page-level PDF text. Upgrade only if the concrete GHG Protocol series is explicitly named; otherwise keep review-only or demote the edge.,annual-report-2024-equinor.pdf,83,"that Equinor is reporting in accordance with CSRD requirements, our approach is based on more than 20 years experience with sustainability reporting developed in accordance with global reporting standards for sustainability including the GR"
