company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,match_status,evidence_gate,matched_aliases,evidence_count,pages,source_files,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,recommended_use_en,recommended_use_zh
r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_land_sector_removals_standard,GHG Protocol Land Sector and Removals Standard,GHG Protocol 土地部门与碳移除标准,Standard,标准,Land emissions and removals accounting standard,土地排放与碳移除核算标准,"Quantify, report, and track land-sector emissions, CO2 removals, and related metrics.",量化、报告和跟踪土地部门排放、二氧化碳移除及相关指标。,Use land-sector/removals wording; do not translate removals into corporate Scope totals unless cited that way.,使用土地部门/移除口径；除非原文如此引用，不直接改写为企业 Scope 总量。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,2,100,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_product_standard,GHG Protocol Product Life Cycle Accounting and Reporting Standard,GHG Protocol 产品生命周期核算与报告标准,Standard,标准,Product life-cycle accounting standard,产品生命周期核算标准,Product-level life-cycle boundary; not a corporate Scope 1/2/3 total by itself.,产品层生命周期边界，本身不等同于企业 Scope 1/2/3 总量。,Use product life-cycle wording unless the source also cites corporate Scope accounting.,除非原文同时引用组织层 Scope 核算，否则使用产品生命周期口径。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,3,100,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,3,100,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,3,100,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_overmapped_review,no_explicit_whitelisted_series_name_in_page_text,,4,100 | 106,Apple_Environmental_Progress_Report_2025.pdf,seed_batch_01,medium,"ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerican Energy, to source and provide wind energy for the site. 4 Emissions avoided are c","ee data center in Iowa, bringing our total Apple-owned data center count to eight. We worked with local partners, including the City of Waukee and MidAmerica...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_overmapped_review,no_explicit_whitelisted_series_name_in_page_text,,2,33,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,seed_batch_01,medium,"0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 Intergovernmental Panel on Climate Change (IPCC), Climate Change 2023: Synthesis Rep",0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 I...,Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_overmapped_review,no_explicit_whitelisted_series_name_in_page_text,,2,33,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,seed_batch_01,medium,"0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 Intergovernmental Panel on Climate Change (IPCC), Climate Change 2023: Synthesis Rep",0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 I...,Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,contextual_overmapped_review,no_explicit_whitelisted_series_name_in_page_text,,3,33,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,seed_batch_01,medium,"0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 Intergovernmental Panel on Climate Change (IPCC), Climate Change 2023: Synthesis Rep",0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 I...,Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,1,36,CVS Health-2024-Impact-Report-Appendix.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard Table of Contents Next Section Environmental Data GHG Emissions by Scope 2022-2024 A breakdown of Scope 1, 2 and 3 data are included below. The baseline year for data provided is 2019; the standards used are in accordance with the Greenhous CVS Health-2024-Impact-Report-Appendix.pdf N…","Structured standard tag: GHG Protocol; Standard role: Accounting standard Table of Contents Next Section Environmental Data GHG Emissions by Scope 2022-2024 A breakdown of Scope 1, 2 and 3 data are included below. The baseline year for data provided is 2019; the standards used are in accordance with the Greenhous CVS Health-2024-Impact-Report-Appendix.pdf N…",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,1,36,CVS Health-2024-Impact-Report-Appendix.pdf,pdf_contextual_scope_inventory_mapping,pdf_page_backfill,"Structured standard tag: GHG Protocol; Standard role: Accounting standard Table of Contents Next Section Environmental Data GHG Emissions by Scope 2022-2024 A breakdown of Scope 1, 2 and 3 data are included below. The baseline year for data provided is 2019; the standards used are in accordance with the Greenhous CVS Health-2024-Impact-Report-Appendix.pdf N…","Structured standard tag: GHG Protocol; Standard role: Accounting standard Table of Contents Next Section Environmental Data GHG Emissions by Scope 2022-2024 A breakdown of Scope 1, 2 and 3 data are included below. The baseline year for data provided is 2019; the standards used are in accordance with the Greenhous CVS Health-2024-Impact-Report-Appendix.pdf N…",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,3,62,2023_Volkswagen_Group_Sustainability_Report.pdf,seed_batch_01,medium,"inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 to 3 inventory, in line with the requirements of the internationally accepted Green","inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 ...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,ghg_product_standard,GHG Protocol Product Life Cycle Accounting and Reporting Standard,GHG Protocol 产品生命周期核算与报告标准,Standard,标准,Product life-cycle accounting standard,产品生命周期核算标准,Product-level life-cycle boundary; not a corporate Scope 1/2/3 total by itself.,产品层生命周期边界，本身不等同于企业 Scope 1/2/3 总量。,Use product life-cycle wording unless the source also cites corporate Scope accounting.,除非原文同时引用组织层 Scope 核算，否则使用产品生命周期口径。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,2,62,2023_Volkswagen_Group_Sustainability_Report.pdf,seed_batch_01,medium,"inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 to 3 inventory, in line with the requirements of the internationally accepted Green","inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 ...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,contextual_scope_inventory_mapping,no_explicit_whitelisted_series_name_in_page_text,,2,62,2023_Volkswagen_Group_Sustainability_Report.pdf,seed_batch_01,medium,"inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 to 3 inventory, in line with the requirements of the internationally accepted Green","inum content (since 2022). Transparency on CO₂ Emissions as a Basis for Improvements Every year, we calculate the Group’s carbon footprint using the Scope 1 ...",Review only: keep out of accepted standard-company conclusions until page-level evidence explicitly names the series.,仅供复核：页级证据明确命名具体系列前，不进入已采信标准-企业结论。
