decision_id,decision_status,decision_bucket,evidence_gate,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,series_id,series_name_en,series_name_zh,core_whitelist,whitelist_gate,category_en,category_zh,role_en,role_zh,principle_en,principle_zh,language_policy_en,language_policy_zh,match_status,matched_aliases,evidence_count,pages,source_files,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,safe_use_en,safe_use_zh
GHG-SERIES-ACCEPTED-0161,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r297_sanofi,297,SANOFI,赛诺菲,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,10,29 | 132,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,pdf_explicit_series_citation,pdf_page_backfill,"World Business Council for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing the information for reporting GHG emissions…","World Business Council for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing the information for reporting GHG emissions…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0162,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r297_sanofi,297,SANOFI,赛诺菲,C,Manufacturing,制造业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,explicit_series_citation,technical guidance for calculating scope 3 emissions,12,29 | 132 | 133,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,pdf_explicit_series_citation,pdf_page_backfill,"l for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing the information for reporting GHG emissions, we consider the pri…","l for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing the information for reporting GHG emissions, we consider the pri…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0163,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r297_sanofi,297,SANOFI,赛诺菲,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),9,29 | 132,SANOFI-sustainability-statement-2024--ESG-Report-.pdf,pdf_explicit_series_citation,pdf_page_backfill,"he World Resources Institute (WRI) and the World Business Council for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing …","he World Resources Institute (WRI) and the World Business Council for Sustainable Development (WBCSD), including Corporate Accounting and Reporting Standard (Revised Edition), the Corporate Value Chain (Scope 3) Standard, Scope 2 Guidance, and Technical Guidance for Calculating Scope 3 Emissions (collectively, “the Greenhouse Gas Protocol”). When preparing …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0164,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r301_swissre,301,SWISS RE,瑞士再保险股份有限公司,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b | partnership for carbon accounting financials,7,76 | 9 | 72 | 98,2024-SWISS RE-sustainability-report-en.pdf,seed_batch_07,medium,"n-based) tonnes CO2e 2 n/a n/a n/a 1 For further details, see Appendix, Sustainability data, page 99. 2 As per the Global GHG Accounting & Reporting Standard Part C for IAE by the PCAF, financed and insurance-associated emissions must not be aggregated, due to their different nature and to avoid double counting. Scope 3 – Indirect is therefore reported as n…","n-based) tonnes CO2e 2 n/a n/a n/a 1 For further details, see Appendix, Sustainability data, page 99. 2 As per the Global GHG Accounting & Reporting Standard Part C for IAE by the PCAF, financed and insurance-associated emissions must not be aggregated, due to their different nature and to avoid double counting. Scope 3 – Indirect is therefore reported as n…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0165,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r315_unicreditgroup,315,UNICREDIT GROUP,联合信贷集团,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,partnership for carbon accounting financials | \bpcaf\b,6,140 | 263 | 273,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,pdf_explicit_series_citation,pdf_page_backfill,"oss reporting periods. The primary frameworks used included: • Greenhouse Gas (GHG) Protocol for calculating Scope 3 emissions, covering both upstream and downstream activities; • Partnership for Carbon Accounting Financials (PCAF) for estimating Scope 3 emissions related to loans and investments in the financial portfolio. These methodologies provide struc…","oss reporting periods. The primary frameworks used included: • Greenhouse Gas (GHG) Protocol for calculating Scope 3 emissions, covering both upstream and downstream activities; • Partnership for Carbon Accounting Financials (PCAF) for estimating Scope 3 emissions related to loans and investments in the financial portfolio. These methodologies provide struc…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0166,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r315_unicreditgroup,315,UNICREDIT GROUP,联合信贷集团,J,Finance,金融业,ghg_scope3_calculation_guidance,GHG Protocol Scope 3 Calculation Guidance,GHG Protocol Scope 3 计算指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Scope 3 inventory calculation guidance,Scope 3 清单计算指南,Companion calculation guidance for completing Scope 3 inventories.,配套计算指南，用于完成 Scope 3 清单。,Scope 3 categories are GHG-specific and only shown when the source uses that wording.,Scope 3 类别是 GHG 特有口径，仅在原文如此使用时展示。,explicit_series_citation,technical guidance for calculating scope 3 emissions,2,273,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,pdf_explicit_series_citation,pdf_page_backfill,"data method has been applied. Emissions are calculated based on the hours of homeworking completed by employees during the year, as registered in our HR systems. The GHG Protocol, Technical Guidance for Calculating Scope 3 Emissions indicates that emissions arising from employees working remotely may be accounted under this category, although a specific cal…","data method has been applied. Emissions are calculated based on the hours of homeworking completed by employees during the year, as registered in our HR systems. The GHG Protocol, Technical Guidance for Calculating Scope 3 Emissions indicates that emissions arising from employees working remotely may be accounted under this category, although a specific cal…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0167,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r317_tokyoelectricpower,317,TOKYO ELECTRIC POWER,东京电力公司,I,"Information Transmission, Software and Information Technology Services",电力、热力、燃气及水生产和供应业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),4,102,TOKYO ELECTRIC POWER TP2024_en_web_print.pdf,seed_batch_07,medium,tor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow major guidelines have been published: “Corporate Value Chain (Scope 3) Accounting and emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to …,tor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to calculation We follow major guidelines have been published: “Corporate Value Chain (Scope 3) Accounting and emissions factor for power transmission and distribution operators. *17 Indirect greenhouse gas emissions from business Approach to …,May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0168,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r322_ingkagroup,322,INGKA GROUP,英格卡集团,F,Wholesale and Retail Trade,批发和零售业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,corporate accounting and reporting standard,6,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,pdf_explicit_series_citation,pdf_page_backfill,"up to the totals shown due to rounding. Calculating our greenhouse gas emissions We calculate our energy and climate footprint in accordance with the Greenhouse Gas (GHG) Protocol Corporate Accounting and Reporting Standard, including emissions arising from our operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using t…","up to the totals shown due to rounding. Calculating our greenhouse gas emissions We calculate our energy and climate footprint in accordance with the Greenhouse Gas (GHG) Protocol Corporate Accounting and Reporting Standard, including emissions arising from our operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using t…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0169,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r322_ingkagroup,322,INGKA GROUP,英格卡集团,F,Wholesale and Retail Trade,批发和零售业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b,1,113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,pdf_explicit_series_citation,pdf_page_backfill,"ent portfolios (category 15 emissions). We report on these emissions in line with guidance pr… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…","ent portfolios (category 15 emissions). We report on these emissions in line with guidance pr… PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values. PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0170,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r322_ingkagroup,322,INGKA GROUP,英格卡集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,6,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,pdf_explicit_series_citation,pdf_page_backfill,"om publicly available databases are integrated into our reporting system and are regularly updated. Scope 2 emissions are calculated in accordance with the Greenhouse Gas Protocol scope 2 Guidance. Our climate target is based on our market-based scope 2 emissions, which take the purchase of renewable electricity attribute certificates and supplier specific …","om publicly available databases are integrated into our reporting system and are regularly updated. Scope 2 emissions are calculated in accordance with the Greenhouse Gas Protocol scope 2 Guidance. Our climate target is based on our market-based scope 2 emissions, which take the purchase of renewable electricity attribute certificates and supplier specific …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0171,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r322_ingkagroup,322,INGKA GROUP,英格卡集团,F,Wholesale and Retail Trade,批发和零售业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),6,56 | 113,ingkagroup_annualsummaryandsustainabilityreport_fy24.pdf,pdf_explicit_series_citation,pdf_page_backfill,"operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using the GHG Protocol operational control approach. For scope 3 emissions, we follow the Corporate Value Chain (Scope 3) Accounting and Reporting Standard and measure and report our impa… PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacen…","operations (scope 1 and 2) and across our value chain (scope 3). Our data is consolidated using the GHG Protocol operational control approach. For scope 3 emissions, we follow the Corporate Value Chain (Scope 3) Accounting and Reporting Standard and measure and report our impa… PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacen…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0172,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r324_americaninternationalgroup,324,AMERICAN INTERNATIONAL GROUP,美国国际集团,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b | partnership for carbon accounting financials,7,35 | 36 | 40 | 33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"Integration 15 Emissions intensity = Absolute emissions divided by a monetary unit reflecting the insured’s size of business, expressed in tCO2e/insured’s revenue or asset value. PCAF (2022). The Global GHG Accounting and Reporting Standard Part A: Financed Emissions. Second Edition. PDF full-document exact-series scan: the report page names a controlled GH…","Integration 15 Emissions intensity = Absolute emissions divided by a monetary unit reflecting the insured’s size of business, expressed in tCO2e/insured’s revenue or asset value. PCAF (2022). The Global GHG Accounting and Reporting Standard Part A: Financed Emissions. Second Edition. PDF full-document exact-series scan: the report page names a controlled GH…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0173,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r324_americaninternationalgroup,324,AMERICAN INTERNATIONAL GROUP,美国国际集团,J,Finance,金融业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),2,33,AMERICAN INTERNATIONAL GROUP-aig-sustainability-report-2024.pdf,pdf_explicit_series_citation,pdf_page_backfill,"as value chain emissions, are the result of activities from assets not directly owned or controlled by AIG, but that AIG indirectly affects in its value chain activities. The GHG Corporate Value Chain (Scope 3) Accounting and Reporting Standard defines 15 categories of scope 3 emissions. We are currently measuring eight of the 15 categories. Categories 1–6 …","as value chain emissions, are the result of activities from assets not directly owned or controlled by AIG, but that AIG indirectly affects in its value chain activities. The GHG Corporate Value Chain (Scope 3) Accounting and Reporting Standard defines 15 categories of scope 3 emissions. We are currently measuring eight of the 15 categories. Categories 1–6 …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0174,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r327_talanx公司,327,Talanx,Talanx,J,Finance,金融业,ghg_financial_industry_standard,Global GHG Accounting and Reporting Standard for the Financial Industry,金融行业全球温室气体核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Sector standard / guidance,行业标准/指南,Financial-industry financed-emissions methodology,金融行业投融资排放方法学,Measure financed emissions for loans and investments when explicitly cited.,原文明示时用于贷款和投资的投融资排放测算。,Use financed-emissions wording rather than corporate operational Scope totals.,使用投融资排放口径，不改写为企业运营 Scope 总量。,explicit_series_citation,\bpcaf\b,4,32 | 21,Talanx_Nachhaltigkeitsbericht_2023_en.pdf,pdf_explicit_series_citation,pdf_page_backfill,"s prevents changes relating to the market values of the divisions’ portfolios ­affecting how their carbon intensity is managed. In 2023, the Partnership for Accounting Financials (PCAF) framework was used to calculate financed emissions. Information on the ­financed emissions and on other steps to be taken to reduce carbon emissions will be published in 202…","s prevents changes relating to the market values of the divisions’ portfolios ­affecting how their carbon intensity is managed. In 2023, the Partnership for Accounting Financials (PCAF) framework was used to calculate financed emissions. Information on the ­financed emissions and on other steps to be taken to reduce carbon emissions will be published in 202…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0175,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r329_astrazeneca,329,ASTRAZENECA,阿斯利康,C,Manufacturing,制造业,ghg_corporate_standard,GHG Protocol Corporate Accounting and Reporting Standard,GHG Protocol 企业核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Corporate inventory accounting standard,企业组织层面清单核算标准,"Relevance, completeness, consistency, transparency, and accuracy.",相关性、完整性、一致性、透明性和准确性。,"Within GHG Protocol evidence, this may define Scope 1 and Scope 2 corporate inventory boundaries.",仅在 GHG Protocol 证据下使用 Scope 1/2 的组织层面清单口径。,explicit_series_citation,corporate accounting and reporting standard,10,128 | 235 | 237,AstraZeneca_AR_2024.pdf,seed_batch_08,medium,"142.73 1 The Group reports GHG emissions in accordance with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors…","142.73 1 The Group reports GHG emissions in accordance with the World Resources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0176,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r329_astrazeneca,329,ASTRAZENECA,阿斯利康,C,Manufacturing,制造业,ghg_scope2_guidance,GHG Protocol Scope 2 Guidance,GHG Protocol Scope 2 指南,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Guidance,指南,Purchased electricity and energy method guidance,外购电力与能源口径指南,Location-based and market-based Scope 2 reporting are separated when cited.,原文显式引用时区分位置法与市场法 Scope 2 披露。,Scope 2 market-based and location-based language is treated as GHG-specific.,Scope 2 市场法/位置法术语只在 GHG Protocol 语境下使用。,explicit_series_citation,scope 2 guidance,6,128 | 235,AstraZeneca_AR_2024.pdf,seed_batch_08,medium,"eme. In the US, Renewable Thermal Certificates are tracked via the Midwest Renewable Energy Tracking System. 4 GHGs from imported electricity are calculated using the GHG Protocol Scope 2 Guidance (January 2015) requiring dual reporting using two emissions factors for each site – Market-based and Location-based. Our corporate emissions reporting and targets…","eme. In the US, Renewable Thermal Certificates are tracked via the Midwest Renewable Energy Tracking System. 4 GHGs from imported electricity are calculated using the GHG Protocol Scope 2 Guidance (January 2015) requiring dual reporting using two emissions factors for each site – Market-based and Location-based. Our corporate emissions reporting and targets…",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
GHG-SERIES-ACCEPTED-0177,accepted_explicit_named_series_edge,accepted,source_text_explicitly_names_this_ghg_protocol_series,r329_astrazeneca,329,ASTRAZENECA,阿斯利康,C,Manufacturing,制造业,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,yes,eligible_for_acceptance_if_pdf_explicitly_names_this_whitelisted_series,Standard,标准,Value-chain emissions accounting standard,价值链排放核算标准,Scope 3 categories are GHG Protocol-specific category language.,Scope 3 类别是 GHG Protocol 特有的类别口径。,Scope 3 and Scope 3 category names are only used for GHG Protocol evidence.,Scope 3 及十五类类别口径只在 GHG Protocol 证据下使用。,explicit_series_citation,corporate value chain\s*\(scope 3\),8,128 | 235,AstraZeneca_AR_2024.pdf,seed_batch_08,medium,"sources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors’ Report) and Limited Liability Partnerships (Energy and Carbon Report) …","sources Institute/World Business Council for Sustainable Development (WRI/WBCSD) Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard, Revised Edition (2015) and Corporate Value Chain (Scope 3), Accounting and Reporting Standard (2011). 2 Under the Companies (Directors’ Report) and Limited Liability Partnerships (Energy and Carbon Report) …",May be used as an accepted company-to-GHG-fine-series edge. Scope wording is allowed only inside this GHG Protocol evidence context.,可作为已采信的企业-GHG 细分系列关系。Scope 术语只允许在该 GHG Protocol 证据语境下使用。
