company_id,company_name_en,company_name_zh,rank,world500_rank,industry_section_code,scope3_category_code,scope3_category_en,scope3_category_zh,category_status,reported_value_mtco2e,candidate_count_for_category,verification_status,source_file,source_path,page,snippet_or_recognition_basis,snippet_en,recognition_basis,acceptance_status,recommended_action,reviewer_category_status,reviewer_reported_value_mtco2e,reviewer_note
r001_walmart,WALMART,沃尔玛,1,1,F,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r001_walmart,WALMART,沃尔玛,1,1,F,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r001_walmart,WALMART,沃尔玛,1,1,F,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r001_walmart,WALMART,沃尔玛,1,1,F,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r001_walmart,WALMART,沃尔玛,1,1,F,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,9,Category 9 Downstream transportation and distribution,类别9 下游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,10,Category 10 Processing of sold products,类别10 已售产品加工,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r002_amazoncom,AMAZON.COM,亚马逊,2,2,F,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,9,Category 9 Downstream transportation and distribution,类别9 下游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,10,Category 10 Processing of sold products,类别10 已售产品加工,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r003_stategrid,STATE GRID,国家电网有限公司,3,3,D,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,9,Category 9 Downstream transportation and distribution,类别9 下游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,10,Category 10 Processing of sold products,类别10 已售产品加工,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r004_saudiaramco,SAUDI ARAMCO,沙特阿美公司,4,4,B,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,9,Category 9 Downstream transportation and distribution,类别9 下游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,10,Category 10 Processing of sold products,类别10 已售产品加工,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r005_sinopecgroup,SINOPEC GROUP,中国石油化工集团有限公司,5,5,C,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,9,Category 9 Downstream transportation and distribution,类别9 下游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,10,Category 10 Processing of sold products,类别10 已售产品加工,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,11,Category 11 Use of sold products,类别11 销售产品的使用,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,12,Category 12 End-of-life treatment of sold products,类别12 已售产品报废处理,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,13,Category 13 Downstream leased assets,类别13 下游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,14,Category 14 Franchises,类别14 特许经营,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r006_chinanationalpetroleum,CHINA NATIONAL PETROLEUM,中国石油天然气集团有限公司,6,6,B,15,Category 15 Investments,类别15 投资,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,1,Category 1 Purchased goods and services,类别1 购买的商品和服务,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,2,Category 2 Capital goods,类别2 资本货物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,3,Category 3 Fuel- and energy-related activities,类别3 燃料和能源相关活动,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,4,Category 4 Upstream transportation and distribution,类别4 上游运输和配送,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,5,Category 5 Waste generated in operations,类别5 运营中产生的废弃物,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,6,Category 6 Business travel,类别6 商务差旅,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,7,Category 7 Employee commuting,类别7 员工通勤,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
r007_apple,APPLE,苹果公司,7,7,C,8,Category 8 Upstream leased assets,类别8 上游租赁资产,not_assessed,,0,,,,,,,,not_assessed,"Screen the source report for this Scope 3 category and mark reported_value, reported_no_value, not_relevant, not_disclosed, or not_assessed.",,,
