review_priority,recommended_action,standard_id,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,company_id,world500_rank,company_name_en,company_name_zh,source_files,pages,sample_review_status,sample_confidence,sample_snippet_en,sample_snippet_zh,language_policy
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",gb_t_2589_2020,GB/T 2589-2020,GB/T 2589-2020,Chinese national standard system,中国国家标准体系,r037_bankofchina,37,BANK OF CHINA,中国银行股份有限公司,2024中国银行股份有限公司社会责任报告.pdf,24,seed_batch_02,medium,"、甲烷及氧化亚气，自身运营温室气体排放 承销境内、境外绿色债券改行规模分别位列银行间市声 了 cee syne 了 -本和四 von — _ II, 加 工 IE IS . IAF I 了 7 ~~. 7 7 二日 oR » 7 ~_ 第 、彭情“全球离库绿色债券”排行檬中资同业第一。 为汽油、柴油、天然气、液化天然气、液化石油气、燃料油、煤等化石将料任底产生的 色金融债券和 100 亿元境 接排放;范围二为外购电力和热力隐含的间接排放;范围三类别 5 包括废纸、办公垃圾及","、甲烷及氧化亚气，自身运营温室气体排放 承销境内、境外绿色债券改行规模分别位列银行间市声 了 cee syne 了 -本和四 von — _ II, 加 工 IE IS . IAF I 了 7 ~~. 7 7 二日 oR » 7 ~_ 第 、彭情“全球离库绿色债券”排行檬中资同业第一。 为汽油、柴油、天然气、液化...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r039_generalmotors,39,GENERAL MOTORS,通用汽车公司,GM_2023_SR.pdf,19,seed_batch_11,medium,use of sold products by 51% per vehicle kilometer by 2035 against a 2018 baseline Global Well-to-Wheel CO2 Emissions Intensity (gCO2e per km) Sales Weighted Average 18 2023 Sustainability Report Note 1 GM’s Scope 3 emissions are calculated,use of sold products by 51% per vehicle kilometer by 2035 against a 2018 baseline Global Well-to-Wheel CO2 Emissions Intensity (gCO2e per km) Sales Weighted ...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r042_mercedesbenzgroup,42,MERCEDES-BENZ GROUP,梅赛德斯-奔驰集团,mercedes-benz-ir-sustainability-targets-and-metrics-summary-2024.pdf,4,seed_batch_02,medium,"5 Scope 2: Indirect emissions from purchased energy, such as electricity or district heating, which is generated externally but consumed by the Group. The target is based on the market- based approach. 6 The year 2018 was selected as the ba","5 Scope 2: Indirect emissions from purchased energy, such as electricity or district heating, which is generated externally but consumed by the Group. The ta...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,r046_centene公司,46,Centene,Centene,Centene-Corporate-Responsibility-2024.pdf,51,seed_batch_02,medium,"ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past several years, we have calculated our scope 1, scope 2 and scope 3 GHG emissions in",ange in the context of our business is accounting for our own greenhouse gas (GHG) emissions to measure the impact we have on the environment. For the past s...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r049_electricitédefrance,49,ELECTRICITÉ DE FRANCE,法国电力公司,edf-urd-annual-financial-report-2024-en-accessible.pdf,209,seed_batch_11,medium,"3.2.2.1.3.2.3. Reduction of the value chain emissions The EDF group has set targets for reducing its indirect Scope 3 emission to 2030, both for the whole of Scope 3 and specifically for the part of Scope 3 associated with gas sales to its","3.2.2.1.3.2.3. Reduction of the value chain emissions The EDF group has set targets for reducing its indirect Scope 3 emission to 2030, both for the whole of...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",gb_t_2589_2020,GB/T 2589-2020,GB/T 2589-2020,Chinese national standard system,中国国家标准体系,r053_pinganinsurance,53,PING AN INSURANCE,中国平安保险（集团）股份有限公司,2024中国平安可持续报告.pdf,171,seed_batch_11,medium,"张使用和差旅温室气体排放 ( 吨二和氧化碳当量 ) 68,941 68,921 37,434 范围一、二、三温室气体排放总量 ( 吨二氧化碳当量 ) 439,291 478,606 492,710 人均温室气体排放量 ( 吨二氧化碳当量/人) 1.56 1.51 1.43 天1. 本集团环境数据的边界范围为集团主要成员公司范围，不包括自营物业。集团主要成员公司范围指本集团总部以及寿险及健康险、财产保险、银行、资产管理等主要业务经营范围内的子公司、联营及合营公司。组织边界确定及","张使用和差旅温室气体排放 ( 吨二和氧化碳当量 ) 68,941 68,921 37,434 范围一、二、三温室气体排放总量 ( 吨二氧化碳当量 ) 439,291 478,606 492,710 人均温室气体排放量 ( 吨二氧化碳当量/人) 1.56 1.51 1.43 天1. 本集团环境数据的边界范围为集团主...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r068_verizoncommunications,68,VERIZON COMMUNICATIONS,威瑞森电信,Verizon-2023-ESG-Report.pdf,41,seed_batch_13,medium,"nt to 13% of electricity usage Target: Expect to source renewable energy equivalent to 100% of our annual electricity usage By 2030 * Scope 1, 2 and 3 emissions are independently assured. ** These targets were approved by the Science Based","nt to 13% of electricity usage Target: Expect to source renewable energy equivalent to 100% of our annual electricity usage By 2030 * Scope 1, 2 and 3 emissi...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",gri,GRI,GRI,ESG disclosure framework,ESG披露框架,r071_citicgroup,71,CITIC GROUP,中国中信集团有限公司,2024中国中信集团有限公司环境、社会及管治报告.pdf,4,seed_batch_02,medium,"特 殊普通合伙) 对本报告中的选定关键数据执行有限鉴证业务，并出 如无特别说明，本报告披露范围与4 的范围一致。本报告关键绩效指标数据统计时间为 2024年1月1 独立鉴证报告。 报及《2023 年环境、 社会及管治报告》所涵盖 1253148, 部分内容延续 2025年3月28 。本报告已 2025 年3 经董事会审议通过。 J 28 本报告内容遵循香港联合交易所《3 守则》，并参考全球可持续发 Standards)。相关内容索引载了 PALL) 附录 C2 《环境、社会及","特 殊普通合伙) 对本报告中的选定关键数据执行有限鉴证业务，并出 如无特别说明，本报告披露范围与4 的范围一致。本报告关键绩效指标数据统计时间为 2024年1月1 独立鉴证报告。 报及《2023 年环境、 社会及管治报告》所涵盖 1253148, 部分内容延续 2025年3月28 。本报告已 2025 年3 经董...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",iso_14064,ISO 14064,ISO 14064,GHG accounting system,温室气体核算体系,r090_target,90,TARGET,塔吉特公司,TARGET-2024-Sustainability-and-Governance-Report-Appendix.pdf,7,seed_batch_03,medium,"ivalent (mtCO 2 e) or Giga Joules (GJ). The reductions in GHG emissions occurred in direct (scope 1) and indirect (scope 2) emissions. Gases included in the calculation: CO 2 , CH 4 , N 2 O and HFCs. Scope 1 and 2 reporting is organized in",ivalent (mtCO 2 e) or Giga Joules (GJ). The reductions in GHG emissions occurred in direct (scope 1) and indirect (scope 2) emissions. Gases included in the ...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,r094_statefarminsurance,94,STATE FARM INSURANCE,州立农业保险公司,State_Farm_2024_Impact_Report.pdf,19,seed_batch_11,medium,"emissions from 202,004 metric tons of CO2e to under 91,000 metric tons in 2024.** Our commitment to sustainability drives us to continue reducing our Scope 1 and 2 GHG emissions beyond our current goal. A breakdown of reductions will be ava","emissions from 202,004 metric tons of CO2e to under 91,000 metric tons in 2024.** Our commitment to sustainability drives us to continue reducing our Scope 1...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",iso_14064_3,ISO 14064-3,ISO 14064-3,ISO assurance system,ISO鉴证体系,r097_enel,97,ENEL,意大利国家电力公司,ENEL-integrated-annual-report_2024.pdf,145,seed_batch_13,medium,e for Scope 3 emissions included in the field of application of the in- ventory. The audit was conducted according to Stand- ard ISO 14064-3 for the compliance of greenhouse gas (GHG) inventories with the WBCSD/WRI Corporate Accounting and,e for Scope 3 emissions included in the field of application of the in- ventory. The audit was conducted according to Stand- ard ISO 14064-3 for the complian...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",iso_14064_3,ISO 14064-3,ISO 14064-3,ISO assurance system,ISO鉴证体系,r100_sk集团,100,SK,SK,2025_SK-Inc_Sustainability Report_KOR.pdf,195,seed_batch_11,medium,"증절차를 수행하였습니다. Assurance 검증 범위 검증 기준 및 절차 검증 수준 검증 결론 Scope 1, 2 온실가스 배출량 한국표준협회는 다음의 기준 및 절차에 따라 검증을 수행하였습니다. · 온실가스 배출권거래제의 배출량 보고 및 인증에 관한 지침(환경부고시 제2024-155호) · 온실가스 배출권거래제 운영을 위한 검증지침(환경부고시 제2024-169호) · 2006 IPCC Guidelines, KS I ISO14","증절차를 수행하였습니다. Assurance 검증 범위 검증 기준 및 절차 검증 수준 검증 결론 Scope 1, 2 온실가스 배출량 한국표준협회는 다음의 기준 및 절차에 따라 검증을 수행하였습니다. · 온실가스 배출권거래제의 배출량 보고 및 인증에 관한 지침(환경부고시 제2024-1...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r105_boschgroup,105,BOSCH GROUP,博世集团,bosch-sustainability-report-2024.pdf,32,seed_batch_13,medium,Climate action at Bosch – the path to 2030 CO₂ emissions (scope 1 & 2) in millions of metric tons Emissions without carbon offsets Carbon offsets Emissions avoided compared with the baseline year 2018 G 12 3.3 2018 0.9 2020 0.9 2021 0.6 202,Climate action at Bosch – the path to 2030 CO₂ emissions (scope 1 & 2) in millions of metric tons Emissions without carbon offsets Carbon offsets Emissions a...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r117_adm公司,117,ADM,ADM,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,23,seed_batch_03,medium,"Scope 1 + 2 Carbon Reduction As previously disclosed, ADM committed to submitting a near-term GHG emission reduction target in alignment with the Science-based Targets Initiative’s (SBTi) target-setting criteria. We are pleased to announce","Scope 1 + 2 Carbon Reduction As previously disclosed, ADM committed to submitting a near-term GHG emission reduction target in alignment with the Science-bas...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",iso_14064_3,ISO 14064-3,ISO 14064-3,ISO assurance system,ISO鉴证体系,r117_adm公司,117,ADM,ADM,final_archer-daniels-midland-adm_2023-corporate-sustainability-report.pdf,50,seed_batch_03,medium,") 733-2739 * www.apexcos.com DAN APEX roa Period covered by GHG emissions verification: © January 1, 2023 to December 31, 2023 Criteria against which verification conducted: ‘+ The Climate Registry General Reporting Protocol (Scope 1 and Sc",") 733-2739 * www.apexcos.com DAN APEX roa Period covered by GHG emissions verification: © January 1, 2023 to December 31, 2023 Criteria against which verific...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r122_carrefour,122,CARREFOUR,家乐福,Carrefour_2024_Universal_Registration_Document.pdf,93,seed_batch_12,medium,"ational Agreement on Plastic Packaging Reducing Scope 3 greenhouse gas emissions Adapting products and supply chains to climate change Scientific experts and consultants Definition of industry‑level/ national strategies Partnerships EY, ICa",ational Agreement on Plastic Packaging Reducing Scope 3 greenhouse gas emissions Adapting products and supply chains to climate change Scientific experts and...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r123_pepsico,123,PEPSICO,百事公司,PEPSICO-2024-esg-summary-esg-performance-metrics.pdf,7,seed_batch_03,medium,"s to drive scalable positive impact Climate Transition Plan: PepsiCo publishes its Climate Transition Plan, which details updated Scope 1, 2, and 3 greenhouse gas (GHG) emissions reduction targets to align to 1.5°C, reflecting Science Based","s to drive scalable positive impact Climate Transition Plan: PepsiCo publishes its Climate Transition Plan, which details updated Scope 1, 2, and 3 greenhous...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r140_tesco,140,TESCO,乐购,tesco-sustainability-report-2025.pdf,9,seed_batch_04,medium,"n more about our planet plan Jump to Databook Carbon-neutral operations by 2035, with interim targets to: Reduce absolute Scope 1 and 2 emissions by 60% by December 2025 (baseline 2015/16). Reduce absolute Scope 1 and 2 emissions by 85% by","n more about our planet plan Jump to Databook Carbon-neutral operations by 2035, with interim targets to: Reduce absolute Scope 1 and 2 emissions by 60% by D...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r145_siemens,145,SIEMENS,西门子,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,6,seed_batch_04,medium,"ts. Clearly, it’s here we have the opportunity to make a major difference – and we’re already building new partnerships and working collaboratively with our customers to achieve this. Our goal is to reduce these Scope 3 downstream emissions","ts. Clearly, it’s here we have the opportunity to make a major difference – and we’re already building new partnerships and working collaboratively with our ...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,r145_siemens,145,SIEMENS,西门子,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,8,seed_batch_04,medium,ion. I think this shows our commitment to understand- ing and calculating Scope 3 emissions and how serious we are about man- aging them. This is going to become more and more relevant going for- ward with the new Corporate Sustainability R,ion. I think this shows our commitment to understand- ing and calculating Scope 3 emissions and how serious we are about man- aging them. This is going to be...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r168_torontodominionbank,168,TORONTO-DOMINION BANK,多伦多道明银行,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,58,seed_batch_05,medium,"target to achieve an absolute reduction in our location-based Scope 1 and 2 GHG emissions of 25% by 2025, relative to a 2019 baseline.57 This interim target is aligned with a science-based 1.5°C pathway and was set using the Science-Based T","target to achieve an absolute reduction in our location-based Scope 1 and 2 GHG emissions of 25% by 2025, relative to a 2019 baseline.57 This interim target ...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",pcaf,PCAF,PCAF,Financed emissions accounting system,投融资排放核算体系,r168_torontodominionbank,168,TORONTO-DOMINION BANK,多伦多道明银行,2024-TORONTO-DOMINION BANK-sustainability-report-en.pdf,60,seed_batch_05,medium,"tors, their Scope 3 emissions, attributed to the Bank based on the proportion of the Bank’s lending to or investing in the client company. Financed emissions are calculated in accordance with the guidance from the Partnership for Carbon Acc","tors, their Scope 3 emissions, attributed to the Bank based on the proportion of the Bank’s lending to or investing in the client company. Financed emissions...",Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
P2_verify_non_ghg_source_quote_scope,"Keep Scope wording only as a source quotation. In UI labels and graph terminology for this non-GHG standard, use direct/indirect emissions or disclosure/assurance wording.",sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,r199_caterpillar,199,CATERPILLAR,卡特彼勒,CATERPILLAR 2024 SUSTAINABILITY REPORT.pdf,69,seed_batch_05,medium,uracy and consistency in electrical grid energy data for U.S. locations. The goal remains unchanged at 30% and is aligned to the SBTi methodology guidance at the time of goal setting. 9. Location-based Scope 2 GHG emissions are provided in,uracy and consistency in electrical grid energy data for U.S. locations. The goal remains unchanged at 30% and is aligned to the SBTi methodology guidance at...,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.
