world500_rank,company_id,company_name_en,company_name_zh,fact_type,scope_en,scope3_category_code,basis_en,boundary_en,value_text,unit_raw,value_mtco2e,verification_status,verification_reason_zh,evidence_page,source_file,source_path,required_action_zh,reviewer_boundary_decision,reviewer_use_decision,reviewer_note_zh
13,r013_shell,SHELL,壳牌公司,scope_direct_use,Scope 2,,Market-Based,,,,8.0,manual_validated,,109,shell-annual-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\shell-annual-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
13,r013_shell,SHELL,壳牌公司,scope_review_candidate,Scope 3,,,,154,MtCO2e,154.0,review_required,数值未锚定到已匹配报告页面全文；Scope 3 类别项或 Scope 1/2/3 合计项不能作为 Scope 3 总量采信；油气企业多口径数值需要人工边界复核,99,shell-annual-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\shell-annual-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,1,,,28,MtCO2e,28.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,10,,,5,MtCO2e,5.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,11,,,342,MtCO2e,342.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,12,,,11,MtCO2e,11.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,14,,,< 1,MtCO2e,,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,15,,,14,MtCO2e,14.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,2,,,4,MtCO2e,4.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,3,,,4,MtCO2e,4.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,4,,,6,MtCO2e,6.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,5,,,< 1,MtCO2e,,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,6,,,< 1,MtCO2e,,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,7,,,< 1,MtCO2e,,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,8,,,0,MtCO2e,0.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope3_category_value,,9,,,1,MtCO2e,1.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope_direct_use,Scope 1,,,,,,43.0,validated_demo,,106,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope_direct_use,Scope 2,,Market-Based,,,,2.0,validated_demo,,106,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope_direct_use,Scope 3,,,,,,342.0,validated_demo,,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\世界500强10份\世界500强10份\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
23,r023_totalenergies,TOTALENERGIES,道达尔能源公司,scope_direct_use,Scope 3,,,,,,0.002023,batch_auto_promoted,,107,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
25,r025_bp,BP,英国石油公司,scope_direct_use,Scope 1,,,,,,32.8,manual_validated,,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
25,r025_bp,BP,英国石油公司,scope_direct_use,Scope 1,,,,,,32.2,manual_validated,,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
25,r025_bp,BP,英国石油公司,scope_direct_use,Scope 2,,Market-Based,,,,0.8,manual_validated,,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
25,r025_bp,BP,英国石油公司,scope_direct_use,Scope 2,,Market-Based,,,,1.3,manual_validated,,50,bp-sustainability-report-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\bp-sustainability-report-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope3_category_value,,11,,Equity boundary,432,MtCO2e,432.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,13,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope3_category_value,,11,,Equity boundary,717,MtCO2e,717.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,13,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope3_category_value,,11,,Equity boundary,417,MtCO2e,417.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,13,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope3_category_value,,11,,Operated perimeter,616,MtCO2e,616.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,17,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope3_category_value,,11,,Operated perimeter,324,MtCO2e,324.0,rule_checked_category_value,源页面、单位、类别行锚点和清单上下文已通过规则校核；仍保留在类别值层,17,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 1,,,,,,54.0,manual_validated,,10,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 1,,,,,,53.0,manual_validated,,14,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 2,,Location-Based,,,,4.0,manual_validated,,12,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 2,,Location-Based,,,,2.0,manual_validated,,16,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 2,,Market-Based,,,,4.0,manual_validated,,12,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
29,r029_chevron,CHEVRON,雪佛龙,scope_direct_use,Scope 2,,Market-Based,,,,2.0,manual_validated,,16,chevron-sustainability-highlights-2024.pdf,C:\Users\lenovo\Desktop\一些任务\董敬轩\知识图谱\2024世界500强及碳中和报告\2024世界500强及碳中和报告\chevron-sustainability-highlights-2024.pdf,保留 operational control、equity share、sold products、production、throughput 等边界；人工确认后再进入采信或专项类别层。,,,
