company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_zh,enterprise_use_tier_code,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,missing_requirement_keys,missing_requirement_zh,direct_scope_count,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,scope3_category_codes,standards_count,method_rows_count,evidence_ledger_count,evidence_ledger_count_raw,traceable_evidence_row_count,accepted_traceable_evidence_count,formal_traceable_evidence_count,candidate_traceable_evidence_count,missing_source_file_row_count,missing_evidence_page_row_count,missing_snippet_row_count,source_attribution_mismatch_count,source_traceability_status,source_traceability_status_zh,matched_source_file,recommended_source_file,page_count,report_match_status,review_queue_issue_type,has_matched_report,has_standard_evidence,has_method_evidence,has_data_source_or_quality,has_industry_mapping,has_source_traceability,has_direct_scope_1_2_3,has_scope2_dual_method,has_scope3_15_category_layer,has_emission_factor_application,has_gwp_version_fact,has_energy_consumption_fact,has_economic_instrument_fact,has_target_progress_chain
r014_chinastateconstructionengineering,14,CHINA STATE CONSTRUCTION ENGINEERING,中国建筑集团有限公司,E,建筑业,C,evidence_graph_only,仅事实图谱/证据层,5,14,9,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,0,,1,0,1,1,1,1,1,0,0,0,0,0,complete,完整溯源,2024中国建筑集团有限公司ESG报告.pdf,,50,matched_auto_high,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,False,True,False
r015_toyotamotor,15,TOYOTA MOTOR,丰田汽车公司,C,制造业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,2,1|11,2,4,6,6,6,6,6,0,0,0,0,0,complete,完整溯源,TOYOTA MOTOR_2024_001_integrated_en.pdf,,138,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,False,True,False
r016_mckesson,16,MCKESSON,麦克森公司,F,批发和零售业,A,candidate_or_partial,候选或部分满足,8,14,6,has_direct_scope_1_2_3|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,2,Scope 1|Scope 2,1,7,7,1|2|3|4|5|6|7,5,51,66,66,66,66,58,8,0,0,0,0,complete,完整溯源,McKesson Impact Report 2024.pdf,,71,matched_auto_high,,True,True,True,True,True,True,False,True,False,False,True,False,False,False
r017_alphabet公司,17,Alphabet,Alphabet,I,信息传输、软件和信息技术服务业,A,candidate_or_partial,候选或部分满足,10,14,4,has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,3,Scope 1|Scope 2|Scope 3,0,8,8,1|2|3|4|5|6|7|11,7,79,97,97,97,97,89,8,0,0,0,0,complete,完整溯源,google-2025-environmental-report.pdf,,120,matched_auto_medium,match_spotcheck,True,True,True,True,True,True,True,False,False,False,True,True,True,False
r018_cencora公司,18,Cencora,Cencora,F,批发和零售业,C,evidence_graph_only,仅事实图谱/证据层,4,14,10,has_standard_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有标准/准则证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,0,,0,2,2,2,2,2,2,0,0,0,0,0,complete,完整溯源,Cencora-2024-ent-00435-crsummaryreport-fnl2.pdf,,22,matched_auto_high,evidence_gap,True,False,True,False,True,True,False,False,False,False,False,False,False,False
r019_trafiguragroup,19,TRAFIGURA GROUP,托克集团,F,批发和零售业,C,candidate_or_partial,候选或部分满足,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,9,9,1|3|4|6|8|10|11|14|15,2,28,39,39,39,39,30,9,0,0,0,0,complete,完整溯源,2024_trafigura_sustainability_report.pdf,,56,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,False,True,False
r020_costcowholesale,20,COSTCO WHOLESALE,开市客,F,批发和零售业,C,evidence_graph_only,仅事实图谱/证据层,5,14,9,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,0,,0,0,3,1|4|11,3,8,11,11,11,11,11,0,0,0,0,0,complete,完整溯源,COSTCO WHOLESALE_ClimateActionPlan_FY24.pdf,,15,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,False,False,False
r021_jpmorganchase,21,JPMORGAN CHASE,摩根大通公司,J,金融业,A,candidate_or_partial,候选或部分满足,7,14,7,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,1,Scope 1,0,0,2,6|15,2,15,18,18,18,18,18,0,0,0,0,0,complete,完整溯源,JPMORGAN CHASE-Climate-Report-2024.pdf,,38,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,True,True,False
r022_industrialandcommercialbankofchina,22,INDUSTRIAL & COMMERCIAL BANK OF CHINA,中国工商银行股份有限公司,J,金融业,A,candidate_or_partial,候选或部分满足,5,14,9,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,2,Scope 1|Scope 2,0,0,0,,2,0,4,4,4,4,4,0,0,0,0,0,complete,完整溯源,ICBC_2024_Sustainability_Report.pdf,,85,matched_manual,,True,True,False,False,True,True,False,False,False,False,False,False,True,False
r023_totalenergies,23,TOTALENERGIES,道达尔能源公司,B,采矿业,A,candidate_or_partial,候选或部分满足,9,14,5,has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,3,Scope 1|Scope 2|Scope 3,0,14,14,1|2|3|4|5|6|7|8|9|10|11|12|14|15,4,31,53,53,53,53,39,14,0,0,0,0,complete,完整溯源,totalenergies_sustainability-climate-2025-progress-report_2025_en.pdf,,120,matched_auto_high,,True,True,True,True,True,True,True,False,False,False,False,True,True,False
r024_glencore,24,GLENCORE,嘉能可,B,采矿业,A,candidate_or_partial,候选或部分满足,6,14,8,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,2,Scope 1|Scope 2,0,0,0,,3,0,5,5,5,5,5,0,0,0,0,0,complete,完整溯源,Glencore_2024_Sustainability_Report.pdf,,70,matched_manual,,True,True,False,False,True,True,False,False,False,False,False,True,True,False
r025_bp,25,BP,英国石油公司,D,电力、热力、燃气及水生产和供应业,A,candidate_or_partial,候选或部分满足,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,2,Scope 1|Scope 2,0,0,2,1|11,3,8,15,15,15,15,15,0,0,0,0,0,complete,完整溯源,bp-sustainability-report-2024.pdf,,53,matched_auto_medium,match_spotcheck,True,True,True,False,True,True,False,False,False,False,False,False,True,False
r026_microsoft,26,MICROSOFT,微软,I,信息传输、软件和信息技术服务业,D,evidence_graph_only,仅事实图谱/证据层,7,14,7,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,5,1|2|5|11|15,3,15,22,22,22,22,22,0,0,0,0,0,complete,完整溯源,2025-Microsoft-Environmental-Sustainability-Report-PDF.pdf,,90,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,False,False,True,False
r027_cardinalhealth,27,CARDINAL HEALTH,嘉德诺健康集团,F,批发和零售业,A,candidate_or_partial,候选或部分满足,8,14,6,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,1,Scope 1,0,0,12,1|2|3|4|5|6|7|8|9|10|11|14,6,57,64,64,64,64,64,0,0,0,0,0,complete,完整溯源,cardinal-health-fy24-ESG-report.pdf,,107,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,False,True,True,False
r028_stellantis集团,28,Stellantis,Stellantis,C,制造业,C,evidence_graph_only,仅事实图谱/证据层,5,14,9,has_method_evidence|has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有核算方法/活动/质量证据；有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,0,,2,0,2,2,2,2,2,0,0,0,0,0,complete,完整溯源,Stellantis-2024-Climate-Policy-Report.pdf,,46,matched_auto_high,evidence_gap,True,True,False,False,True,True,False,False,False,False,False,False,True,False
r029_chevron,29,CHEVRON,雪佛龙,B,采矿业,A,candidate_or_partial,候选或部分满足,8,14,6,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope3_15_category_layer|has_emission_factor_application|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有能耗事实；目标-基准-进度链完整,2,Scope 1|Scope 2,0,5,2,1|11,2,14,28,28,28,28,23,5,0,0,0,0,complete,完整溯源,chevron-sustainability-highlights-2024.pdf,,32,matched_auto_high,,True,True,True,False,True,True,False,True,False,False,True,False,True,False
r030_chinaconstructionbank,30,CHINA CONSTRUCTION BANK,中国建设银行股份有限公司,J,金融业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,1,1,4,7,11,11,11,11,11,0,0,0,0,0,complete,完整溯源,CCB_2024_Sustainability_Report.pdf,,156,matched_manual,,True,True,True,False,True,True,False,False,False,False,False,False,True,False
r031_samsungelectronics,31,SAMSUNG ELECTRONICS,三星电子,C,制造业,A,candidate_or_partial,候选或部分满足,7,14,7,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；目标-基准-进度链完整,1,Scope 3,0,0,0,,6,4,11,11,11,11,11,0,0,0,0,0,complete,完整溯源,SAMSUNG ELECTRONICS_Sustainability_report_2024_en.pdf,,83,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,True,True,False
r032_honhaiprecisionindustry,32,HON HAI PRECISION INDUSTRY,鸿海精密工业股份有限公司,C,制造业,C,evidence_graph_only,仅事实图谱/证据层,8,14,6,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；目标-基准-进度链完整,0,,0,0,0,,7,1,8,8,8,8,8,0,0,0,0,0,complete,完整溯源,鸿海精密工业股份有限公司2024 - 中文完整版.pdf,,214,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,True,True,True,False
r033_cignagroup,33,CIGNA GROUP,信诺集团,J,金融业,C,evidence_graph_only,仅事实图谱/证据层,6,14,8,has_data_source_or_quality|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,有数据来源或数据质量分类；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,5,1|4|6|7|15,7,15,22,22,22,22,22,0,0,0,0,0,complete,完整溯源,2024-corporate-impact-report-CIGNA GROUP.pdf,,100,matched_auto_high,,True,True,True,False,True,True,False,False,False,False,False,False,True,False
r034_agriculturalbankofchina,34,AGRICULTURAL BANK OF CHINA,中国农业银行股份有限公司,J,金融业,C,evidence_graph_only,仅事实图谱/证据层,7,14,7,has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_target_progress_chain,Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；目标-基准-进度链完整,0,,0,0,1,1,1,12,13,13,13,13,13,0,0,0,0,0,complete,完整溯源,2024-中国农业银行股份有限公司可持续发展报告.pdf,,66,matched_auto_high,,True,True,True,True,True,True,False,False,False,False,False,False,True,False
