review_priority,recommended_action,accepted_edge,strict_named_series_ids,accepted_replacement_series_ids,company_id,company_name_en,company_name_zh,world500_rank,series_id,name_en,name_zh,match_status,source_file,page,page_window,document_match_pages,snippet_en,recognition_basis_en,recognition_basis_zh
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r105_boschgroup,BOSCH GROUP,博世集团,105,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,bosch-sustainability-report-2024.pdf,29,[29],[29],"– using carbon credits to offset residual CO₂ emissions. In 2024, residual emissions of roughly 531,300 metric tons of CO₂ were offset by carbon credits. At the same time, we also want to reduce emissions pro- duced outside Bosch’s direct sphere of influence (scope 3), for example at suppliers, in logistics, or when our products are used. Our aim is to reduce these upstream and down- stream emissions by 30 percent in absolute terms by 2030, compared with the baseline year 2018 – irrespective of our company’s growth. The Science Based Targets initiative (SBTi) has endorsed our climate targets for the 1.5 degree p…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r105_boschgroup,BOSCH GROUP,博世集团,105,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,bosch-sustainability-report-2024.pdf,34,[34],[34],"Encouraged by this success, we have decided to signifi- cantly increase our previous reduction target of 15 percent. Compared to the baseline year 2018, we now intend to cut our scope 3 emissions by 30 percent in absolute terms by 2030. The challenge we are still facing is to mitigate future emissions relating to the anticipated sales growth by 2030. This is because the new percentage target value for reduc- ing emissions was also purposefully set independently of sales growth, which means that the absolute amount to be mitigated will increase steadily as the company grows in fu- ture. We can directly influence …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,47,[47],[47],"ement-determined metric that may be viewed or calculated differently by others who may use the same “carbon neutral” terminology. Morgan Stanley has determined that the boundary around our carbon neutrality status is scope 1, scope 2 location-based emissions, scope 3 business travel and downstream leased assets, carbon offsets purchased from the voluntary carbon market, green power contracts, and market instruments (e.g., renewable energy certificates (RECs), energy attribute certificates (EACs)). There are instances where green power contracts and instruments that we accept for our purposes to meet carbon neutr…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_acceptance_context,no,ghg_financial_industry_standard,,r111_morganstanley,MORGAN STANLEY,摩根士丹利,111,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,Morgan_Stanley_2023_ESG_Report.pdf,82,[82],[82],". Morgan Stanley accounts for the firm’s proportional share of the emissions associated with outstanding relationship and event-driven client lending facilities, for which the firm does not have operational control, as absolute financed emissions (AFE) within Scope 3, Category 15. The lending facilities included in our AFE calculation are limited to those within the Auto Manufacturing, Power, and Energy sectors within our corporate lending portfolio. As informed by the Business Loans asset class guidance within the PCAF Global GHG Accounting and Reporting Standard (2022), AFE related to these outstanding facilit…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r128_sony,SONY,索尼,128,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,SONY-SustainabilityReport2025_E.pdf,115,[115],[115],"also those throughout their entire value chain.*1 Sony has determined emissions from its major component suppliers and manufacturing contractors. Climate Change Other 413,000 metric tons Sites (Scope 1) 235,000 metric tons Sites (Scope 2) 810,000 metric tons Scope 3 17,112,000 metric tons Upstream transportation and distribution [category 4] 122,000 metric tons Capital goods [category 2] 2,053,000 metric tons Purchased goods and services [category 1] 4,305,000 metric tons Use of sold products [category 11] 10,219,000 metric tons GHG Emissions from the Value Chain Reducing Greenhouse Gas Emissions Across the Supp…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r131_waltdisney,WALT DISNEY,华特迪士尼公司,131,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,华特迪士尼公司-2024-SSI-Report.pdf,23,"[22, 23, 24]",[34],"anges, process changes, and other factors. We expect to follow SBTi methodology recommendations that companies use to check the validity of their target projections annually, and, at a minimum, reassess targets every five years. EMISSIONS (continued) Reducing Scope 3 Emissions and Engaging Suppliers and Licensees Recognizing the complex challenge of achieving our Scope 3 GHG emissions targets, we have collaborated extensively across the company to develop our pathway and identify levers for a Scope 3 emissions reduction journey. Strategies to reduce our broader value chain emissions include: working with strateg…",PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions value.,PDF 页级回查：基于已引用的 GHG Protocol 证据页及相邻页文本映射；不提升为直接采信排放值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r176_巴西jbs公司,JBS,巴西JBS,176,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,JBS_Sustainability_Report_2023.pdf,30,"[29, 30, 31]",,"L GOALS 2023 PROGRESS Energy & Emissions Achieve net-zero greenhouse gas (GHG) emissions by 2040 • US$ 150MM+ invested across hundreds of projects in JBS facilities to reduce Scope 1 & 2 GHG emissions • US$ 5MM+ approved in partnership projects to further our Scope 3 GHG emissions reduction strategy throughout our value chain • Individual JBS businesses around the world are also actively engaged in research endeavors focused on animal welfare, animal nutrition, and farm management, which can reduce GHG emissions through improved efficiencies Reduce Scope 1 & 2 GHG emission intensity by 30% by 2030 vs. 2019 basel…",PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions value.,PDF 页级回查：基于已引用的 GHG Protocol 证据页及相邻页文本映射；不提升为直接采信排放值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r189_itaúunibancoholding,ITAÚ UNIBANCO HOLDING,伊塔乌联合银行控股公司,189,ghg_brazilian_program,Brazilian GHG Protocol Program,巴西 GHG Protocol 项目/计划,pdf_explicit_series_citation,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,112,[112],[112],"ffsetting of our own emissions, and the implementation of a decarbonization plan for our operations and businesses as a means to reduce our environmental impacts. Since 2008, we have conducted our GHG emissions inventory annually, using the methodology of the Brazilian GHG Protocol Program, and disclosed the results in the Public Emissions Registry. Our GHG inventory includes Scope 1, 2 and 3 emissions, and is prepared based on verifiable internal procedures, including audits by an independent third party, certified by the National Institute of Metrology, Quality and Technology (Inmetro), which repeatedly allows…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r189_itaúunibancoholding,ITAÚ UNIBANCO HOLDING,伊塔乌联合银行控股公司,189,ghg_brazilian_program,Brazilian GHG Protocol Program,巴西 GHG Protocol 项目/计划,pdf_explicit_series_citation,ITAÚ UNIBANCO HOLDING ESG Report 2024.pdf,118,[118],[118],"es directly from the electrical system, the average emissions required to generate electrical energy through the integrated system are used as the emissions factor, considering certain geographic limits and a given period. This approach is mandatory under the Brazilian GHG Protocol Program. Market based When the company chooses to consume energy from cleaner sources, the specific emissions factor associated with each such source is used, such as, for example, for purchases of energy from renewable and zero-emissions sources, which receive a Renewable Energy Certificate (REC). Reporting this approach is optional …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_acceptance_context,no,ghg_financial_industry_standard,,r205_deutschebank,DEUTSCHE BANK,德意志银行,205,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,Deutsche_Bank_Annual_Report_2024.pdf,312,[312],[312],"tal information Annual Report 2024 Climate change – The financed emissions figures rely on client-specific data as well as proxy emissions factors. Scope 1 and 2 client- specific emissions data is sourced from MSCI and is always reported data from the client. Scope 3 client-specific emissions data is sourced from MSCI and can be either reported or estimated using MSCI’s proprietary logic. Scope 1 and 2 proxy emission factors are sourced from PCAF and use the 2019 Exiobase dataset (Exiobase v3.7, base year 2015) version as recommended by PCAF given these proxies were used in the baseline reference year. Scope 3 p…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r252_bancobradesco,BANCO BRADESCO,巴西布拉德斯科银行,252,ghg_brazilian_program,Brazilian GHG Protocol Program,巴西 GHG Protocol 项目/计划,pdf_explicit_series_citation,2024 BANCO BRADESCO ESG Report.pdf,46,"[45, 46, 47]",,"nt Energy management Eco-efficiency Through the annual greenhouse gas inventory, we track the evolution of our operational emissions since 2006, following the guidelines of the ABNT ISO 14064-1 standard and, since 2008, incorporating the specifications of the Brazilian GHG Protocol Program. Through the Operational Eco-efficiency Master Plan, we set targets and monitor the aspects that make up our inventory, including energy and fuel consumption, waste generation, among others. For the current cycle (2022-2030), we have set targets for reducing our operational greenhouse gas emissions, in alignment with the Scien…",PDF page backfill: mapped from the cited GHG Protocol evidence page plus adjacent page text; not promoted to direct-use emissions value.,PDF 页级回查：基于已引用的 GHG Protocol 证据页及相邻页文本映射；不提升为直接采信排放值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r261_intel,INTEL,英特尔公司,261,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,INTEL CSR-2024-25-Full-Report.pdf,36,[36],[36],"s Scope 1 (Direct) Emissions 1,105,000 Manufacturing process, on-site fuel combustion, refrigerants, on-site fleet/air travel. Scope 2 (Indirect, Electricity) 97,000 Market-based method;1 includes renewable electricity purchases. Scope 1 and 2 Total 1,202,000 Scope 3 Total 25,059,000 Indirect/value chain. Leased Vehicles and Commuting 263,000 Employee leased vehicles and commuting.2 Logistics and Distribution 104,000 Upstream and downstream transport and distribution.3 Employee Business Travel 25,000 Air travel, car rentals, and hotel stays. Purchased Goods and Services 7,730,000 Hybrid methodology based on key …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r261_intel,INTEL,英特尔公司,261,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,INTEL CSR-2024-25-Full-Report.pdf,56,[56],[56],"ety, supplier, and diversity data included within Intel’s 2024 Corporate Responsibility Report (‘the Report’) for the period of calendar year 2024 (the ‘Subject Matter’): ▪ Global Greenhouse Gas Emissions (Scope 1, Scope 2 location-based and market-based, and Scope 3, Category 10 – Processing of Sold Products) ▪ Renewable Energy Percentage ▪ Energy Use ▪ Water Withdrawal (fresh water and reclaimed water) ▪ Water Conservation ▪ Energy Conservation ▪ Number of Responsible Business Alliance (RBA) Validated Audit Program (VAP) supplier audits conducted ▪ Priority/Major Findings by Category for RBA VAP supplier audit…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r315_unicreditgroup,UNICREDIT GROUP,联合信贷集团,315,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,272,[272],[272],"the extension of our reporting perimeter. Indeed, in converging our reporting process to the CSRD requirements, we aligned the perimeter of our sustainability statement to that of our financial statement. Moreover, further categories have been included in our Scope 3 own emissions accounting. Scope 1 includes emissions arising from sources owned or controlled by our Group, which include direct energy consumption, road business travel and refrigerant gas leakages. Scope 2 includes indirect emissions arising from purchased electricity, steam and heating/cooling consumed by equipment or systems owned or controlled …","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
P1,P1_demote_raw_explicit_to_contextual_review_no_strict_alias,no,,,r315_unicreditgroup,UNICREDIT GROUP,联合信贷集团,315,ghg_scope3_standard,GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard,GHG Protocol 企业价值链（Scope 3）核算与报告标准,pdf_explicit_series_citation,2024-UNICREDIT GROUP-Annual-Reports-and-Accounts.pdf,273,[273],[273],"ions, currently no significant events or changes occur between the reporting dates of entities in our value chain and the date of our financial statement, since our reporting period does not differ from the reporting period of the entities in our value chain. Scope 3 GHG emissions categories that have been excluded Category 3, Fuel and energy-related activities not included in Scope 1 or Scope 2: this category is deemed not sufficiently relevant considering our use of energy as a financial institution. Category 4, Upstream transportation and distribution: as a financial institution, this category is not consider…","PDF full-document exact-series scan: the report page names a controlled GHG Protocol/PCAF fine standard in an accounting, reporting, methodology, or assurance context; this does not promote emissions values.",PDF 全文精确系列扫描：报告页在核算、报告、方法或鉴证语境中命名受控 GHG Protocol/PCAF 细分标准；该记录不提升排放数值。
