review_priority,language_policy,match_status,evidence_mode,decision_bucket,evidence_gate,matched_aliases,standard_id,standard_name_en,standard_name_zh,standard_family_en,standard_family_zh,standard_color,is_ghg_series,roles_en,roles_zh,principles_en,principles_zh,company_id,world500_rank,company_name_en,company_name_zh,industry_section_code,industry_section_en,industry_section_zh,industry_color,evidence_count,pages,source_files,sample_confidence,sample_review_status,sample_snippet_en,sample_snippet_zh
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,iso_14064_3,ISO 14064-3,ISO 14064-3,ISO assurance system,ISO鉴证体系,#6f5b2f,no,Verification and assurance standard,核查与鉴证标准,Verifiability | Credibility,可核查性 | 可信性,r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,#c76b2d,1,108,Apple_Environmental_Progress_Report_2025.pdf,medium,seed_batch_01,"e Engagements (ISAE) 3000 Revised, Assurance Engagements Other than Audits or Reviews of Historical Financial Information (effective for assurance reports dated on or after Dec. 15, 2015), issued by the International Auditing and Assurance","e Engagements (ISAE) 3000 Revised, Assurance Engagements Other than Audits or Reviews of Historical Financial Information (effective for assurance reports da..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r007_apple,7,APPLE,苹果公司,C,Manufacturing,制造业,#c76b2d,1,124,Apple_Environmental_Progress_Report_2025.pdf,medium,seed_batch_01,"to Apple’s financial results or for purposes of U.S. securities laws, or any other laws or requirements, such as potential upcoming requirements under the EU Corporate Sustainability Reporting Directive (CSRD), the European Sustainability R","to Apple’s financial results or for purposes of U.S. securities laws, or any other laws or requirements, such as potential upcoming requirements under the EU..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,#446f9f,1,33,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,medium,seed_batch_01,"0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 Intergovernmental Panel on Climate Change (IPCC), Climate Change 2023: Synthesis Rep",0305 • Have 77% of suppliers (by Category 1 and 4 emissions) set science-based targets by 2030* *Validated by the Science Based Targets initiative (SBTi) 3 I...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r008_unitedhealthgroup,8,UNITEDHEALTH GROUP,联合健康集团,J,Finance,金融业,#446f9f,1,85,UNITEDHEALTH GROUP—2024-sustainability-report.pdf,medium,seed_batch_01,"Sustainability Accounting Standards Board (SASB) Index The Sustainability Accounting Standards Board (SASB) is an independent, standards-setting organization that has developed voluntary industry-specific standards for companies to disclose","Sustainability Accounting Standards Board (SASB) Index The Sustainability Accounting Standards Board (SASB) is an independent, standards-setting organization..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,#2f6f63,1,2,CVS Health-2024-Impact-Report-Appendix.pdf,medium,seed_batch_01,ritization Assessment 09 Stakeholder Engagement 12 United Nations Sustainable Development Goals 15 Tracking Our Progress 17 Human Capital Data 28 Our Commitment to Human Rights 35 Environmental Data Indices 40 About this Report 42 Global Re,ritization Assessment 09 Stakeholder Engagement 12 United Nations Sustainable Development Goals 15 Tracking Our Progress 17 Human Capital Data 28 Our Commitm...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,#2f6f63,1,2,CVS Health-2024-Impact-Report-Appendix.pdf,medium,seed_batch_01,ritization Assessment 09 Stakeholder Engagement 12 United Nations Sustainable Development Goals 15 Tracking Our Progress 17 Human Capital Data 28 Our Commitment to Human Rights 35 Environmental Data Indices 40 About this Report 42 Global Re,ritization Assessment 09 Stakeholder Engagement 12 United Nations Sustainable Development Goals 15 Tracking Our Progress 17 Human Capital Data 28 Our Commitm...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,#2f6f63,1,7,CVS Health-2024-Impact-Report-Appendix.pdf,medium,seed_batch_01,lanet by advancing our sustainability commitments and addressing the environmental factors that contribute to health inequities. We were one of the first companies in the world to have our net-zero targets validated by the Science- Based Ta,lanet by advancing our sustainability commitments and addressing the environmental factors that contribute to health inequities. We were one of the first com...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,#2f6f63,1,73,CVS Health-2024-Impact-Report-Appendix.pdf,medium,seed_batch_01,t and transparent climate disclosures that detail the resilience of our business to climate change and its related effects are important to our key stakeholders. We have embedded the recommendations of the Task Force on Climate- related Fin,t and transparent climate disclosures that detail the resilience of our business to climate change and its related effects are important to our key stakehold...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,ifrs_s2,IFRS S2,IFRS S2,Climate disclosure standard,气候披露标准,#315f8c,no,Disclosure standard,披露标准,Comparability | Financial materiality,可比性 | 财务重要性,r010_cvshealth公司,10,CVS Health,CVS Health,F,Wholesale and Retail Trade,批发和零售业,#2f6f63,1,74,CVS Health-2024-Impact-Report-Appendix.pdf,medium,seed_batch_01,"74 Table of Contents Next Section Climate Disclosure Governance In the sections below, we explain the outcomes of these efforts, as well as how they build on our continued, ambitious work on climate change and its related effects across the","74 Table of Contents Next Section Climate Disclosure Governance In the sections below, we explain the outcomes of these efforts, as well as how they build on..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,#c76b2d,1,23,2023_Volkswagen_Group_Sustainability_Report.pdf,medium,seed_batch_01,"is because this directly and indirectly impacts Volkswagen’s market capitalization, costs of capital and attractiveness to investors. This is partly due to increasing density of regulations on sustainability as a result of frameworks such a","is because this directly and indirectly impacts Volkswagen’s market capitalization, costs of capital and attractiveness to investors. This is partly due to i..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,explicit_standard_citation,accepted_page_traceable_standard_source_link,accepted,page_text_explicitly_names_standard_or_strong_alias,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,#c76b2d,1,3,2023_Volkswagen_Group_Sustainability_Report.pdf,medium,seed_batch_01,Volkswagen Group Sustainability ­Communication 2023 A N N U A L R E P O R T 2023 S U S TA I N A B I L I T Y R E P O R T Information Accompanying the Reporting ESG KPIs Indicators along our focus topics are clearly presented in Excel. GRI i,Volkswagen Group Sustainability ­Communication 2023 A N N U A L R E P O R T 2023 S U S TA I N A B I L I T Y R E P O R T Information Accompanying the Reporti...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,#c76b2d,1,3,2023_Volkswagen_Group_Sustainability_Report.pdf,medium,seed_batch_01,Volkswagen Group Sustainability ­Communication 2023 A N N U A L R E P O R T 2023 S U S TA I N A B I L I T Y R E P O R T Information Accompanying the Reporting ESG KPIs Indicators along our focus topics are clearly presented in Excel. GRI i,Volkswagen Group Sustainability ­Communication 2023 A N N U A L R E P O R T 2023 S U S TA I N A B I L I T Y R E P O R T Information Accompanying the Reporti...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sbti,SBTi,SBTi,Climate target governance system,气候目标治理体系,#9b3b2f,no,Target validation guideline,目标审定指引,Science-based ambition,科学目标约束,r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,#c76b2d,1,56,2023_Volkswagen_Group_Sustainability_Report.pdf,medium,seed_batch_01,ion and storage; hydrogen; and heat pump technology. Climate Protection in Manufacturing Volkswagen wants to reduce greenhouse gas emissions in production by 50.4% in absolute terms compared to 2018 by 2030. According to the Science Based T,ion and storage; hydrogen; and heat pump technology. Climate Protection in Manufacturing Volkswagen wants to reduce greenhouse gas emissions in production by...
P2_verify_non_ghg_source_quote_scope,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,iso_14040_14044,ISO 14040/14044,ISO 14040/14044,ISO life-cycle assessment system,ISO生命周期评价体系,#4f6f2f,no,Methodology standard,方法学标准,Completeness | Life-cycle perspective,完整性 | 生命周期视角,r011_volkswagen,11,VOLKSWAGEN,大众公司,C,Manufacturing,制造业,#c76b2d,1,61,2023_Volkswagen_Group_Sustainability_Report.pdf,medium,seed_batch_01,"cycling emissions, have been verified externally and inde­ pendently in accordance with the ISO 14040 and ISO 14044 standards. Scope 3 also includes emissions from additional Group entities and regions in some categories that are not direct","cycling emissions, have been verified externally and inde­ pendently in accordance with the ISO 14040 and ISO 14044 standards. Scope 3 also includes emission..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,sasb,SASB,SASB,Industry disclosure framework,行业披露框架,#c76b2d,no,Disclosure guideline,披露指引,Financial materiality,财务重要性,r012_exxonmobil,12,EXXON MOBIL,埃克森美孚,B,Mining,采矿业,#8a5a44,1,12,EXXON MOBIL-sustainability-report-2025.pdf,medium,seed_batch_01,"strategic, regulatory, and reputational risks and opportunities. Inputs include: • Peer benchmarking. • Review of leading sustainability frameworks – including those published by the Global Reporting Initiative, the Sustainability Accountin","strategic, regulatory, and reputational risks and opportunities. Inputs include: • Peer benchmarking. • Review of leading sustainability frameworks – includi..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r012_exxonmobil,12,EXXON MOBIL,埃克森美孚,B,Mining,采矿业,#8a5a44,1,19,EXXON MOBIL-sustainability-report-2025.pdf,medium,seed_batch_01,"the Ipieca, the American Petroleum Institute (API), and the International Association of Oil & Gas Producers (IOGP) Sustainability Reporting Guidance for the Oil and Gas Industry (4th edition, 2020, revised February 2023), and the Global Re","the Ipieca, the American Petroleum Institute (API), and the International Association of Oil & Gas Producers (IOGP) Sustainability Reporting Guidance for the..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,iso_14064,ISO 14064,ISO 14064,GHG accounting system,温室气体核算体系,#8b4b2f,no,Accounting standard | GHG verification/accounting standard,核算标准 | 温室气体核算/核查标准,Relevance | Completeness | Consistency | Transparency | Accuracy | Traceability,相关性 | 完整性 | 一致性 | 透明性 | 准确性 | 可追溯性,r013_shell,13,SHELL,壳牌公司,B,Mining,采矿业,#8a5a44,1,103,shell-annual-report-2024.pdf,medium,seed_batch_01,ry 11 remained unchanged at 878 million tonnes CO2e. Revisions did not impact Category 11 emissions from the use of oil products. Biogenic emissions CO2 emissions from biogenic sources related to the combustion of sold biofuels are estimate,ry 11 remained unchanged at 878 million tonnes CO2e. Revisions did not impact Category 11 emissions from the use of oil products. Biogenic emissions CO2 emis...
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,esrs_csrd,ESRS/CSRD,ESRS/CSRD,EU sustainability disclosure regime,欧盟可持续披露体系,#8a6d1d,no,Disclosure standard,披露标准,Comparability | Double materiality,可比性 | 双重重要性,r013_shell,13,SHELL,壳牌公司,B,Mining,采矿业,#8a5a44,1,2,shell-annual-report-2024.pdf,medium,seed_batch_01,"Reporting Directive (CSRD) into national law, Shell has for the first time in this report included a Sustainability Statements section (pages 341-440), prepared on a voluntary basis in accordance with the CSRD and European Sustainability Re","Reporting Directive (CSRD) into national law, Shell has for the first time in this report included a Sustainability Statements section (pages 341-440), prepa..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,tcfd,TCFD,TCFD,Climate disclosure framework,气候披露框架,#7a4f82,no,Disclosure recommendation,披露建议,Consistency | Materiality,一致性 | 重要性,r013_shell,13,SHELL,壳牌公司,B,Mining,采矿业,#8a5a44,1,3,shell-annual-report-2024.pdf,medium,seed_batch_01,"enewable natural gas RT real terms SEAM Safety, Environment and Asset Management SEC US Securities and Exchange Commission SGBP Shell General Business Principles SIAI Shell Internal Audit and Investigations SP social performance SUSCO Susta","enewable natural gas RT real terms SEAM Safety, Environment and Asset Management SEC US Securities and Exchange Commission SGBP Shell General Business Princi..."
P2_verify_standard_link,Non-GHG standard: use direct/indirect emissions wording in UI; preserve Scope wording only inside source quotations that require review.,source_standard_link,source_standard_evidence_pending_quality_review,review,page_traceable_standard_source_row_not_ghg_fine_series_gate,,gri,GRI,GRI,ESG disclosure framework,ESG披露框架,#2f6f63,no,Disclosure standard,披露标准,Materiality | Comparability,重要性 | 可比性,r013_shell,13,SHELL,壳牌公司,B,Mining,采矿业,#8a5a44,1,356,shell-annual-report-2024.pdf,medium,seed_batch_01,"wnstream value chain. 2. Identify impacts, risks and opportunities Next, we review the list of sustainability-related topics, subtopics and sub-subtopics provided by the ESRS and industry-specific lists developed by Ipieca and the Global Re","wnstream value chain. 2. Identify impacts, risks and opportunities Next, we review the list of sustainability-related topics, subtopics and sub-subtopics pro..."
