priority_rank,priority_group,priority_group_zh,world500_rank,company_id,company_name_en,company_name_zh,readiness_status,readiness_status_zh,readiness_score,readiness_score_max,missing_requirement_count,primary_workstream,primary_workstream_zh,missing_workstreams,missing_workstreams_zh,missing_requirement_keys,missing_requirement_zh,direct_scope_set,scope_candidate_count,scope3_candidate_count,scope3_category_count,next_action_zh,acceptance_note_zh
362,P0_source_recovery,先补报告源匹配,76,r076_comcast,COMCAST,美国康卡斯特电信公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
363,P0_source_recovery,先补报告源匹配,80,r080_wellsfargo,WELLS FARGO,美国富国银行,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
364,P0_source_recovery,先补报告源匹配,81,r081_hengligroup,HENGLI GROUP,恒力集团有限公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
365,P0_source_recovery,先补报告源匹配,83,r083_chinapostgroup,CHINA POST GROUP,中国邮政集团有限公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
366,P0_source_recovery,先补报告源匹配,87,r087_goldmansachsgroup,GOLDMAN SACHS GROUP,高盛集团,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
367,P0_source_recovery,先补报告源匹配,88,r088_freddiemac,FREDDIE MAC,房地美,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
368,P0_source_recovery,先补报告源匹配,92,r092_humana,HUMANA,哈门那公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
369,P0_source_recovery,先补报告源匹配,99,r099_petrobras,PETROBRAS,巴西国家石油公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
370,P0_source_recovery,先补报告源匹配,102,r102_gazprom,GAZPROM,俄罗斯天然气工业股份公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
371,P0_source_recovery,先补报告源匹配,106,r106_cofco,COFCO,中粮集团有限公司,source_gap,源文件缺口,1,14,13,P0_source_matching,P0 报告源匹配,P0_source_matching|P1_evidence_extraction|P2_direct_emission_values|P2_scope3_category_values|P3_calculation_inputs|P4_target_progress_chain,P0 报告源匹配；P1 证据抽取与原文追溯；P2 Scope 1/2/3 直接采信值；P2 Scope 3 15 类类别值/筛查；P3 核算输入链：因子/GWP/能耗/经济工具；P4 目标-基准-进度链,has_matched_report|has_standard_evidence|has_method_evidence|has_data_source_or_quality|has_source_traceability|has_direct_scope_1_2_3|has_scope2_dual_method|has_scope3_15_category_layer|has_emission_factor_application|has_gwp_version_fact|has_energy_consumption_fact|has_economic_instrument_fact|has_target_progress_chain,已匹配母公司报告；有标准/准则证据；有核算方法/活动/质量证据；有数据来源或数据质量分类；有原文页码/文件追溯；Scope 1/2/3 均有直接采信绝对值；Scope 2 市场法/位置法双口径可见；Scope 3 15 类值或筛查完整；EmissionRecord 已引用排放因子；有 GWP 版本事实；有能耗事实；有经济/成本侧工具事实；目标-基准-进度链完整,,0,0,0,先补母公司 ESG/气候/可持续发展报告匹配，确认源文件、报告年份、页码索引和企业别名后再抽取。,不得把候选值直接标记为完整满足；每个缺项必须回填可追溯的报告页码、口径、单位、年份和结构化表/边。
