evidence_page,relation,source,target
,matched_to_source,report::r368_lyondellbasellindustries__20240__sustainabilityreport,source::2024-LYONDELLBASELL INDUSTRIES-sustainability-report.pdf
,publishes,company::r369_jsainsbury,report::r369_jsainsbury__20240__other
,matched_to_source,report::r369_jsainsbury__20240__other,source::sainsburys-plan-for-better-report-2024-25.pdf
,publishes,company::r386_inditex公司,report::r386_inditex公司__20240__sustainabilityreport
,matched_to_source,report::r386_inditex公司__20240__sustainabilityreport,source::INDITEX Sustainability report2024.pdf
,publishes,company::r387_schneiderelectric,report::r387_schneiderelectric__20240__sustainabilityreport
,matched_to_source,report::r387_schneiderelectric__20240__sustainabilityreport,source::2024-SCHNEIDER ELECTRIC-sustainability-report_tcm564-513141.pdf
,publishes,company::r388_northwesternmutual,report::r388_northwesternmutual__20240__sustainabilityreport
,matched_to_source,report::r388_northwesternmutual__20240__sustainabilityreport,source::2024-NORTHWESTERN MUTUAL-sustainability-and-impact-report.pdf
,publishes,company::r392_coop集团,report::r392_coop集团__20240__other
,matched_to_source,report::r392_coop集团__20240__other,source::COOP GROUP Fortschrittsbericht-Nachhaltigkeit-2024_en.pdf
,publishes,company::r396_standardchartered,report::r396_standardchartered__20240__impactreport
,matched_to_source,report::r396_standardchartered__20240__impactreport,source::2024 STANDARD CHARTERED sustainable-finance-impact-report.pdf
,publishes,company::r397_xiaomi,report::r397_xiaomi__20230__other
,matched_to_source,report::r397_xiaomi__20230__other,"source::Xiaomi 2023 Environmental, Social, and Governance Report.pdf"
,classified_as,company::r324_americaninternationalgroup,industry::J
,classified_as,company::r326_sinomach,industry::C
,classified_as,company::r327_talanx公司,industry::J
,classified_as,company::r329_astrazeneca,industry::C
,classified_as,company::r334_caixaeconômicafederal,industry::J
,classified_as,company::r335_chs公司,industry::C
,classified_as,company::r339_hyundaimobis,industry::C
,classified_as,company::r342_bristolmyerssquibb,industry::C
,classified_as,company::r344_continental,industry::C
,classified_as,company::r350_telefónica,industry::I
,classified_as,company::r352_bestbuy,industry::F
,classified_as,company::r353_woolworthsgroup,industry::F
,classified_as,company::r356_thermofisherscientific,industry::C
,classified_as,company::r359_massachusettsmutuallifeinsurance,industry::J
,classified_as,company::r365_travelers公司,industry::J
,classified_as,company::r366_warnerbrosdiscovery,industry::R
,classified_as,company::r367_canadianimperialbankofcommerce,industry::J
,classified_as,company::r368_lyondellbasellindustries,industry::C
,classified_as,company::r369_jsainsbury,industry::F
,classified_as,company::r386_inditex公司,industry::F
,classified_as,company::r387_schneiderelectric,industry::C
,classified_as,company::r388_northwesternmutual,industry::J
,classified_as,company::r392_coop集团,industry::F
,classified_as,company::r396_standardchartered,industry::J
,classified_as,company::r397_xiaomi,industry::C
2,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__gri
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sasb
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
32,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sbti
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__sbti,standard_role::Target validation guideline
33,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
35,documents_standard_reference,report::r324_americaninternationalgroup__20240__sustainabilityreport,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__pcaf
,references_standard,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_08__r324_americaninternationalgroup__20240__sustainabilityreport__pcaf,standard_role::Accounting standard
3,documents_standard_reference,report::r326_sinomach__20240__other,standard_ref::batch_08__r326_sinomach__20240__other__gri
,references_standard,standard_ref::batch_08__r326_sinomach__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r326_sinomach__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r326_sinomach__20240__other__gri,standard_role::Disclosure standard
3,documents_standard_reference,report::r326_sinomach__20240__other,standard_ref::batch_08__r326_sinomach__20240__other__gb_t_36001_2015
,references_standard,standard_ref::batch_08__r326_sinomach__20240__other__gb_t_36001_2015,standard::GB/T 36001-2015
,belongs_to_standard_family,standard_ref::batch_08__r326_sinomach__20240__other__gb_t_36001_2015,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_08__r326_sinomach__20240__other__gb_t_36001_2015,standard_role::Guideline
2,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__gri
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__tcfd
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__tcfd,standard_role::Disclosure recommendation
6,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__esrs_csrd
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__esrs_csrd,standard_role::Disclosure standard
21,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__pcaf
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__pcaf,standard_role::Accounting standard
32,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__ghg_protocol
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__ghg_protocol,standard_role::Accounting standard
33,documents_standard_reference,report::r327_talanx公司__20230__other,standard_ref::batch_08__r327_talanx公司__20230__other__iso_14064
,references_standard,standard_ref::batch_08__r327_talanx公司__20230__other__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_08__r327_talanx公司__20230__other__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_08__r327_talanx公司__20230__other__iso_14064,standard_role::Guideline
2,documents_standard_reference,report::r329_astrazeneca__20240__other,standard_ref::batch_08__r329_astrazeneca__20240__other__esrs_csrd
,references_standard,standard_ref::batch_08__r329_astrazeneca__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_08__r329_astrazeneca__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_08__r329_astrazeneca__20240__other__esrs_csrd,standard_role::Disclosure standard
55,documents_standard_reference,report::r329_astrazeneca__20240__other,standard_ref::batch_08__r329_astrazeneca__20240__other__sbti
,references_standard,standard_ref::batch_08__r329_astrazeneca__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r329_astrazeneca__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r329_astrazeneca__20240__other__sbti,standard_role::Target validation guideline
61,documents_standard_reference,report::r329_astrazeneca__20240__other,standard_ref::batch_08__r329_astrazeneca__20240__other__tcfd
,references_standard,standard_ref::batch_08__r329_astrazeneca__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r329_astrazeneca__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r329_astrazeneca__20240__other__tcfd,standard_role::Disclosure recommendation
128,documents_standard_reference,report::r329_astrazeneca__20240__other,standard_ref::batch_08__r329_astrazeneca__20240__other__ghg_protocol
,references_standard,standard_ref::batch_08__r329_astrazeneca__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r329_astrazeneca__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r329_astrazeneca__20240__other__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r334_caixaeconômicafederal__20240__other,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__gri
,references_standard,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r334_caixaeconômicafederal__20240__other,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__sasb
,references_standard,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__sasb,standard_role::Disclosure guideline
9,documents_standard_reference,report::r334_caixaeconômicafederal__20240__other,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__ghg_protocol
,references_standard,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__ghg_protocol,standard_role::Accounting standard
29,documents_standard_reference,report::r334_caixaeconômicafederal__20240__other,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__pcaf
,references_standard,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__pcaf,standard::PCAF
,belongs_to_standard_family,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__pcaf,standard_family::Financed emissions accounting system
,has_standard_role,standard_ref::batch_08__r334_caixaeconômicafederal__20240__other__pcaf,standard_role::Accounting standard
13,documents_standard_reference,report::r335_chs公司__20240__sustainabilityreport,standard_ref::batch_08__r335_chs公司__20240__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_08__r335_chs公司__20240__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r335_chs公司__20240__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r335_chs公司__20240__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
31,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__esrs_csrd
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__esrs_csrd,standard_role::Disclosure standard
33,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__tcfd
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__tcfd,standard_role::Disclosure recommendation
33,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__sbti
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__sbti,standard_role::Target validation guideline
46,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__ghg_protocol
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__ghg_protocol,standard_role::Accounting standard
142,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__gri
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__gri,standard_role::Disclosure standard
157,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064_3
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064_3,standard::ISO 14064-3
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064_3,standard_family::ISO assurance system
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064_3,standard_role::Verification and assurance standard
158,documents_standard_reference,report::r339_hyundaimobis__20250__sustainabilityreport,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064
,references_standard,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064,standard::ISO 14064
,belongs_to_standard_family,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064,standard_family::Other reporting framework
,has_standard_role,standard_ref::batch_08__r339_hyundaimobis__20250__sustainabilityreport__iso_14064,standard_role::Guideline
4,documents_standard_reference,report::r342_bristolmyerssquibb__20240__other,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__gri
,references_standard,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__gri,standard_role::Disclosure standard
4,documents_standard_reference,report::r342_bristolmyerssquibb__20240__other,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sasb
,references_standard,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sasb,standard_role::Disclosure guideline
4,documents_standard_reference,report::r342_bristolmyerssquibb__20240__other,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sbti
,references_standard,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__sbti,standard_role::Target validation guideline
47,documents_standard_reference,report::r342_bristolmyerssquibb__20240__other,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__tcfd
,references_standard,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__tcfd,standard_role::Disclosure recommendation
80,documents_standard_reference,report::r342_bristolmyerssquibb__20240__other,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__ghg_protocol
,references_standard,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r342_bristolmyerssquibb__20240__other__ghg_protocol,standard_role::Accounting standard
16,documents_standard_reference,report::r344_continental__20240__annualreport,standard_ref::batch_08__r344_continental__20240__annualreport__esrs_csrd
,references_standard,standard_ref::batch_08__r344_continental__20240__annualreport__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_08__r344_continental__20240__annualreport__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_08__r344_continental__20240__annualreport__esrs_csrd,standard_role::Disclosure standard
133,documents_standard_reference,report::r344_continental__20240__annualreport,standard_ref::batch_08__r344_continental__20240__annualreport__ghg_protocol
,references_standard,standard_ref::batch_08__r344_continental__20240__annualreport__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r344_continental__20240__annualreport__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r344_continental__20240__annualreport__ghg_protocol,standard_role::Accounting standard
2,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__esrs_csrd
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__esrs_csrd,standard::ESRS/CSRD
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__esrs_csrd,standard_family::EU sustainability disclosure regime
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__esrs_csrd,standard_role::Disclosure standard
35,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__gri
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__gri,standard_role::Disclosure standard
47,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__sasb
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__sasb,standard_role::Disclosure guideline
63,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__ghg_protocol
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__ghg_protocol,standard::GHG Protocol
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__ghg_protocol,standard_family::GHG accounting system
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__ghg_protocol,standard_role::Accounting standard
87,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__sbti
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__sbti,standard_role::Target validation guideline
91,documents_standard_reference,report::r350_telefónica__20240__other,standard_ref::batch_08__r350_telefónica__20240__other__tcfd
,references_standard,standard_ref::batch_08__r350_telefónica__20240__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r350_telefónica__20240__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r350_telefónica__20240__other__tcfd,standard_role::Disclosure recommendation
2,documents_standard_reference,report::r352_bestbuy__20250__other,standard_ref::batch_08__r352_bestbuy__20250__other__gri
,references_standard,standard_ref::batch_08__r352_bestbuy__20250__other__gri,standard::GRI
,belongs_to_standard_family,standard_ref::batch_08__r352_bestbuy__20250__other__gri,standard_family::ESG disclosure framework
,has_standard_role,standard_ref::batch_08__r352_bestbuy__20250__other__gri,standard_role::Disclosure standard
2,documents_standard_reference,report::r352_bestbuy__20250__other,standard_ref::batch_08__r352_bestbuy__20250__other__sasb
,references_standard,standard_ref::batch_08__r352_bestbuy__20250__other__sasb,standard::SASB
,belongs_to_standard_family,standard_ref::batch_08__r352_bestbuy__20250__other__sasb,standard_family::Industry disclosure framework
,has_standard_role,standard_ref::batch_08__r352_bestbuy__20250__other__sasb,standard_role::Disclosure guideline
2,documents_standard_reference,report::r352_bestbuy__20250__other,standard_ref::batch_08__r352_bestbuy__20250__other__tcfd
,references_standard,standard_ref::batch_08__r352_bestbuy__20250__other__tcfd,standard::TCFD
,belongs_to_standard_family,standard_ref::batch_08__r352_bestbuy__20250__other__tcfd,standard_family::Climate disclosure framework
,has_standard_role,standard_ref::batch_08__r352_bestbuy__20250__other__tcfd,standard_role::Disclosure recommendation
10,documents_standard_reference,report::r352_bestbuy__20250__other,standard_ref::batch_08__r352_bestbuy__20250__other__sbti
,references_standard,standard_ref::batch_08__r352_bestbuy__20250__other__sbti,standard::SBTi
,belongs_to_standard_family,standard_ref::batch_08__r352_bestbuy__20250__other__sbti,standard_family::Climate target governance system
,has_standard_role,standard_ref::batch_08__r352_bestbuy__20250__other__sbti,standard_role::Target validation guideline
