世界500强排名,企业ID,企业名称（中文）,Company Name (EN),国家/地区,行业,二级细分类型,Subtype (EN),优先级,名单下载状态字段,seed匹配状态,候选文件数,best_match_score,近似推荐文件,近似推荐得分,诊断信号,Diagnostic signals (EN),建议处理动作,Recommended action (EN),原始诊断说明,诊断规则
109,r109_pemex,墨西哥石油公司,PEMEX,墨西哥,采矿、原油生产,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“墨西哥石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
118,r118_créditagricole,法国农业信贷银行,CRÉDIT AGRICOLE,法国,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“法国农业信贷银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
167,r167_petronas,马来西亚国家石油公司,PETRONAS,马来西亚,能源,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“马来西亚国家石油公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
172,r172_basf,巴斯夫公司,BASF,德国,化学品,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“巴斯夫公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
187,r187_xmxyg,厦门象屿集团有限公司,XMXYG,中国,贸易,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“厦门象屿集团有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
188,r188_rtx,雷神技术公司,RTX,美国,航天与防务,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“雷神技术公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
194,r194_koc集团,KOC集团,KOC集团,土耳其,能源,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“KOC集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
210,r210_unilever,联合利华,UNILEVER,英国,家居、个人用品,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“联合利华”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
216,r216_sberbank,俄罗斯联邦储蓄银行,SBERBANK,俄罗斯,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“俄罗斯联邦储蓄银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
218,r218_progressive,前进保险公司,PROGRESSIVE,美国,财产与意外保险（股份）,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“前进保险公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
229,r229_merck,默沙东,MERCK,美国,制药,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“默沙东”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
242,r242_publixsupermarkets,大众超级市场公司,PUBLIX SUPER MARKETS,美国,食品店和杂货店,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“大众超级市场公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
254,r254_nationwide,美国全国保险公司,NATIONWIDE,美国,财产与意外保险（互助）,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“美国全国保险公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
276,r276_tysonfoods,泰森食品,TYSON FOODS,美国,食品生产,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“泰森食品”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
284,r284_saintgobain,圣戈班集团,SAINT-GOBAIN,法国,建材、玻璃,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“圣戈班集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
288,r288_nike,耐克公司,NIKE,美国,服装,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“耐克公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
293,r293_louisdreyfus,路易达孚集团,LOUIS DREYFUS,荷兰,食品生产,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“路易达孚集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
299,r299_oracle,甲骨文公司,ORACLE,美国,计算机软件,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“甲骨文公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
303,r303_enterpriseproductspartners公司,Enterprise Products Partners公司,Enterprise Products Partners公司,美国,管道运输,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“Enterprise Products Partners公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
306,r306_hdfc银行,HDFC银行,HDFC银行,印度,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“HDFC银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
312,r312_landesbankbadenwürttemberg,德国巴登-符腾堡州银行,LANDESBANK BADEN-WÜRTTEMBERG,德国,银行：商业储蓄,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“德国巴登-符腾堡州银行”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
328,r328_américamóvil,美洲电信,AMÉRICA MÓVIL,墨西哥,电信,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“美洲电信”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
332,r332_cocacola,可口可乐公司,COCA-COLA,美国,饮料,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“可口可乐公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
338,r338_msandad保险集团控股有限公司,MS&AD保险集团控股有限公司,MS&AD保险集团控股有限公司,日本,财产与意外保险（股份）,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“MS&AD保险集团控股有限公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
372,r372_hanwha,韩华集团,HANWHA,韩国,多元化金融,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“韩华集团”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
377,r377_thyssenkrupp,蒂森克虏伯,THYSSENKRUPP,德国,金属产品,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“蒂森克虏伯”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
382,r382_northropgrumman,美国诺斯洛普格拉曼公司,NORTHROP GRUMMAN,美国,航天与防务,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“美国诺斯洛普格拉曼公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
389,r389_dollargeneral公司,Dollar General公司,Dollar General公司,美国,专业零售,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“Dollar General公司”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
405,r405_gs加德士,GS加德士,GS加德士,韩国,炼油,当前库内确实缺主报告文件,Current corpus truly lacks a parent-company main report,low,,unmatched,0,4,,0,seed 与当前候选池均未形成有效近似命中，且名单字段未标注可追索的下载/标准信号。,"Neither the seed stage nor the current candidate pool produced a meaningful approximate hit, and the registry row contains no download or standards signal.",当前先按“库内确缺”冻结，不建议硬配；仅在新增来源目录、官网补采或外部数据库补录时再重启匹配。,"Freeze this case as a corpus gap for now and do not force a match; only reopen matching when a new source directory, official-site backfill, or an external database supplement is added.",在当前库存文件中，未检出能够安全归属于“GS加德士”母公司的主报告文件；现有文件名检索结果不足以支持人工硬配。,default_no_parent_report
